category_id,row_id,doc_id,date,title,title_only,needs_review,annual_block,name,review_purpose,excerpt
C0278,3621980,paper:W4388564148,2023-11-10,Enhancing anti-chlorine corrosion of Ni3S2 by Mo-doping for mimic seawater electrolysis,True,False,2023H2_2024H1,整体电催化水分解,既有核心跨年抽样核对,
C0169,3853633,paper:W4401481015,2024-05-22,NMC Lithium Ion Battery Management with Distributed Monitoring Topology,False,True,2023H2_2024H1,电池荷电状态健康状态与建模,新增候选或新类型补审,"Lithium-ion battery management often called BMS (Battery Management System) is a system that controls all operations between the battery and the required load. The advantages of lithium-ion batteries, such as high energy density and long service life, make them highly desirable. Along with the increase in demand, the use of lithium-ion batteries is also increasingly complex, such as in the use of electric vehicles and smart grids. The battery must have the same voltage as the battery when connected directly. Safety and battery life are at stake if this condition is not met. BMS is a solution to this problem. The purpose of this research is to"
C0169,3646388,paper:W4389659379,2023-12-01,A Data-Driven Approach to Rapidly Identify the Critical Current of Fast-Charging Lithium-Ion Batteries,False,True,2023H2_2024H1,电池荷电状态健康状态与建模,新增候选或新类型补审,"Traditional evaluation of battery charging protocols typically requires hundreds of electrochemical cycles and months of experimentation to select charging schemes that maximize the battery performance without compromising the cycle life. In this work, by nesting clustering and classification algorithms, a data-driven method using only data within a few tens of cycles is proposed to accurately classify constant-current charging protocols and rapidly identify the critical current, beyond which rapid degradation tends to occur within a specified lifetime. Specifically, by utilizing unsupervised clustering to process early-stage features and gen"
C0169,3780828,paper:W4397293519,2024-05-19,A hybrid data-driven method optimized by physical rules for online state collaborative estimation of lithium-ion batteries,True,True,2023H2_2024H1,电池荷电状态健康状态与建模,新增候选或新类型补审,
C0258,3775593,paper:W4396873921,2024-05-13,Sizing and energy management of grid-connected hybrid renewable energy systems based on techno-economic predictive technique,True,True,2023H2_2024H1,综合能源系统协同管理与优化调度,新增候选或新类型补审,
C0258,3683904,paper:W4391317799,2024-01-29,Optimization of building integrated energy scheduling using an improved genetic whale algorithm,False,True,2023H2_2024H1,综合能源系统协同管理与优化调度,新增候选或新类型补审,"Renewable energy generation has become the general trend with increasing environmental problems. However, the instability of renewable energy generation and the diversification of user demand are highlighted and the optimization of energy scheduling has become the key to solve the problem. This study introduces an energy scheduling optimization model tailored for building integrated energy systems, encompassing elements like gas turbines, wind and solar modules, ground source heat pumps, electric vehicles, central air-conditioning, and energy storage. The model prioritizes economic efficiency and minimal carbon emissions by first collecting a"
C0258,3773709,paper:W4396817636,2024-01-01,Energy Optimization Scheduling of Grid-Connected Renewable Energy Hydrogen Production System Based on Rghs-Ppo Algorithm,True,True,2023H2_2024H1,综合能源系统协同管理与优化调度,新增候选或新类型补审,
C0221,3537881,paper:W4384008757,2023-07-12,Dual mechanism of electrostatic shielding and iodide redox for self-healing lithium metal anodes,True,True,2023H2_2024H1,锂金属沉积与含锂电极材料,新增候选或新类型补审,
C0221,3762149,paper:W4395694545,2024-04-27,Dynamic lithium-compensation mechanism for densification of garnet-type Li7La3Zr2O12 electrolyte by Li2O atmosphere buffer pair,False,True,2023H2_2024H1,锂金属沉积与含锂电极材料,新增候选或新类型补审,"Solid-state lithium metal batteries are one of the most promising options for next-generation batteries pursuing high-energy density and high-safety. However, the inevitable volatilization of lithium compounds during sintering leads to low relative density and low ionic conductivity of solid-state electrolytes. Herein, the dynamic lithium-compensation mechanism is proposed to facilitate the densification of Ta-substituted garnet-type electrolyte (Li6.5La3Zr1.5Ta0.5O12 (LLZT)) through the reversible manipulating of Li2O atmosphere. Li2ZrO3 is used as mother powder additive, which reacts with Li2O in sintering atmosphere and forms Li6Zr2O7. Li2"
C0221,3694470,paper:W4391696910,2024-02-09,Status of Research on Lithium-6 Enrichment and Development of New Technology Using Ionic Conductor,False,True,2023H2_2024H1,锂金属沉积与含锂电极材料,新增候选或新类型补审,"The status of research on the lithium-6 separation method using the lithium-ion separation method by the ionic conductor (LiSMIC) is reported. We describe the advantages of the LiSMIC compared to past methods, then give an outline of the method, and the results of single-stage lithium-6 separation experiments. In particular, the latest findings on the effect of the waveform of the applied voltage are presented. Though the square-voltage waveform that gives high isotope separation was shown to lower lithium extraction speed than the continuous voltages, we show that increasing the voltage application time in the square-voltage waveform can mak"
C0251,3539109,paper:W4384201611,2023-07-13,Graded Subsidy Policy-Based Equilibrium Strategy Applied to Investment in Electric Vehicle Chargers: A Case Study in Chengdu,False,True,2023H2_2024H1,充电站选址与充电调度,新增候选或新类型补审,"The Chinese government has released plenty of incentive policies to stimulate the diffusion rate of electric vehicles (EV) and the number of public charging stations, such as charging parking lots (PLs). This paper explores cooperative relationships between regional governments and PL owners in the process of investment in EV charging equipment, and a bi-level optimization model is built to examine their hierarchical relationships. Karush-Kuhn-Tucker conditions are utilized to solve the NP-hard problem. Five PLs in Chengdu are selected as examples to examine the validity of this model. The optimal allocation decision of the government and the"
C0251,3676809,paper:W4391051963,2024-01-20,Multi-agent intelligent optimization approach for optimal wireless rapid charging and SOC estimation of hybrid electric vehicle,True,False,2023H2_2024H1,充电站选址与充电调度,新增候选或新类型补审,
C0251,3641173,paper:W4389385489,2023-12-06,PLUG: A City-Friendly Navigation Model for Electric Vehicles with Power Load Balancing upon the Grid,False,True,2023H2_2024H1,充电站选址与充电调度,新增候选或新类型补审,"Worldwide, in many cities, electric vehicles (EVs) have started to spread as a green alternative in transportation. Several well-known automakers have announced their plans to switch to all-electric engines very soon, although for EV drivers, battery range is still a significant concern—especially when driving on long-distance trips and driving EVs with limited battery ranges. Cities have made plans to serve this new form of transportation by providing adequate coverage of EV charging stations in the same way as traditional fuel ones. However, such plans may take a while to be fully deployed and provide the required coverage as appropriate. I"
C0534,3779198,paper:W4396997842,2024-05-17,Techno-economic analysis and uncertainty assessment of green hydrogen production in future exporting countries,True,False,2023H2_2024H1,氢能技术经济与生命周期,新增候选或新类型补审,
C0534,3890352,paper:W4402786030,2024-01-01,Optimized Hydrogen Production Through Donor-Assisted Saline Water Splitting and its Techno-Economic Feasibility,True,False,2023H2_2024H1,氢能技术经济与生命周期,新增候选或新类型补审,
C0534,3764970,paper:W4396540978,2024-05-01,Techno-economic analysis of zero-carbon ammonia-hydrogen fuel blend production through a catalytic membrane reformer and packed bed reactor,True,False,2023H2_2024H1,氢能技术经济与生命周期,新增候选或新类型补审,
C0343,3746865,paper:W4394710242,2024-04-11,Identifiability study of lithium-ion battery capacity fade using degradation mode sensitivity for a minimally and intuitively parametrized electrode-specific cell open-circuit voltage model,True,True,2023H2_2024H1,锂电池热行为与安全机制,新增候选或新类型补审,
C0343,3619662,paper:W4388461362,2023-11-06,Crystallographic engineering to improve the reversible lithium storage capacity of Li2ZnTi3O8 in fast charging batteries,True,True,2023H2_2024H1,锂电池热行为与安全机制,新增候选或新类型补审,
C0343,3721525,paper:W4392755039,2024-03-13,Research progress on lithium-rich cathode materials for high energy density lithium-ion batteries,True,True,2023H2_2024H1,锂电池热行为与安全机制,新增候选或新类型补审,
C0109,3815695,paper:W4400106654,2024-01-01,A Zn Porphyrin-Based Posolyte for Aqueous Organic Redox Flow Batteries,True,True,2023H2_2024H1,水系锌电池与锌空气电池,新增候选或新类型补审,
C0109,3916825,paper:W4403732955,2024-01-01,Impact of Phase Transformation and Oxidation States on the Charge Storage Mechanism of Tin Oxide-Based Energy Storage Materials,True,True,2023H2_2024H1,水系锌电池与锌空气电池,新增候选或新类型补审,
C0109,3792139,paper:W4399247058,2024-05-30,How Thick Aqueous Alkali Should be Better for Aluminum-Air Batteries at Sub-Zero Temperatures: A Critical Anti-Freezing Concentration,False,True,2023H2_2024H1,水系锌电池与锌空气电池,新增候选或新类型补审,"Abstract The application of portable aluminum‐air batteries (AABs) in extreme environments is an inevitable demand for future development. Aqueous electrolyte freezing is a major challenge for low‐temperature operations. Conventionally, enlightened by the organic system in metal ion batteries, blindly increasing the concentration is regarded as an efficient technique to reduce the freezing point (FP). However, the underlying contradiction between the adjusting mechanism of the FP and OH− transportation is ignored. Herein, the aqueous alkali solution of CsOH is researched as a prototype to disclose the intrinsic conductive behavior and related"
C0254,3782093,paper:W4398163377,2024-05-21,In Situ Reconstructed Ru Clusters on LaRuSi 3 with Enhanced Electrocatalytic Activity for Alkaline Hydrogen Evolution,False,False,2023H2_2024H1,电催化析氢与界面调控,既有核心跨年抽样核对,"Abstract The surface reconstruction of electrochemically activated catalysts is an effective way to improve performance. However, there is currently a dearth of study on the surface reconstruction of silicide catalysts for hydrogen evolution reactions (HER). Here, a new HER electrocatalyst, LaRuSi 3 , is synthesized and electrochemically triggered it to produce Ru clusters on its surface. Experimental data and theoretical simulations reveal that Ru clusters optimize the charge distribution of LaRuSi 3 , which promotes the adsorption of water by Ru sites and improves the adsorption of hydrogen by Si sites. The conductivity and electrochemical "
C0060,3747044,paper:W4394717063,2024-01-01,Rational synthesis of 3D coral-like ZnCo 2 O 4 nanoclusters with abundant oxygen vacancies for high-performance supercapacitors,False,False,2023H2_2024H1,超级电容器电极与器件,既有核心跨年抽样核对,-based supercapacitors. This work is important for revealing the pivotal role of implementing the defect engineering regulation strategy in achieving optimization of both electrochemical activity and conductivity.
C0656,3634098,paper:W4389057615,2023-11-27,"Second-Life Batteries: A Review on Power Grid Applications, Degradation Mechanisms, and Power Electronics Interface Architectures",False,False,2023H2_2024H1,动力电池梯次利用,新增候选或新类型补审,"The adoption of electric vehicles (EVs) is increasing due to governmental policies focused on curbing climate change. EV batteries are retired when they are no longer suitable for energy-intensive EV operations. A large number of EV batteries are expected to be retired in the next 5–10 years. These retired batteries have 70–80% average capacity left. Second-life use of these battery packs has the potential to address the increasing energy storage system (ESS) demand for the grid and also to create a circular economy for EV batteries. The needs of modern grids for frequency regulation, power smoothing, and peak shaving can be met using retired"
C0656,3549688,paper:W4385348007,2023-07-27,Evaluation Method of Internal Resistance for Repurposing Using Middle and Large-Sized Batteries,False,False,2023H2_2024H1,动力电池梯次利用,新增候选或新类型补审,"The number of used batteries is expected to dramatically increase in the near future due to the expansion of the electric vehicle (EV) market globally. Accordingly, the Korean government has improved the supporting structures for the recycling system for used batteries, and in particular, in the field of repurposing, various studies are being conducted with a focus on effective evaluation methods that can secure the performance and safety of batteries after use. The repurposing of used batteries is mostly adapted in the field of energy storage systems for normally used EV batteries and a total inspection before repurposing is required due to "
C0656,3769554,paper:W4396694868,2024-05-07,Second Life of Used Lithium-Ion Batteries from Electric Vehicles in the USA,False,False,2023H2_2024H1,动力电池梯次利用,新增候选或新类型补审,"This article focuses on the reuse and recycling of end-of-life (EOL) lithium-ion batteries (LIB) in the USA in the context of the rapidly growing electric vehicle (EV) market. Due to the recent increase in the enactment of both current and pending regulations concerning EV battery recycling, this work focuses on the recycling aspect for lithium-ion batteries rather than emphasizing the reuse of EOL batteries (although these practices have value and utility). A comparative analysis of various recycling methods is presented, including hydrometallurgy, pyrometallurgy, direct recycling, and froth flotation. The efficiency and commercial viability"
C0122,4656904,paper:W7166406213,2024-01-01,A route to high thermoelectric performance: Solution-based control of microstructure and composition in Ag2Se,False,False,2023H2_2024H1,热电材料与热电性能优化,既有核心跨年抽样核对,"Thermoelectric materials convert heat into electricity, with a broad range of applications near room temperature (RT). However, the library of RT high-performance materials is limited. Traditional high-temperature synthetic methods constrain the range of materials achievable, hindering the ability to surpass crystal structure limitations and engineer defects. Here, a solution-based synthetic approach is introduced, enabling RT synthesis of powders and exploration of densification at lower temperatures to influence the material's microstructure. The approach is exemplified by Ag2Se, an n-type alternative to bismuth telluride. It is demonstrate"
C0245,3587699,paper:W4386935451,2023-09-21,"Biomass-based materials for advanced supercapacitor: principles, progress, and perspectives",False,True,2023H2_2024H1,碳基超级电容器电极,新增候选或新类型补审,"Abstract Supercapacitors exhibit considerable potential as energy storage devices due to their high power density, fast charging and discharging abilities, long cycle life, and eco‐friendliness. With the increasing environmental concerns associated with synthetic compounds, the use of environment friendly biopolymers to replace conventional petroleum‐based materials has been widely studied. Biomass‐based materials are biodegradable, renewable, environment friendly and non‐toxic. The unique hierarchical nanostructure, excellent mechanical properties and hydrophilicity allow them to be used to create functional conductive materials with precise"
C0245,3814269,paper:W4400057013,2023-12-30,Electrochemical Properties of Activated Carbon Electrodes for Supercapacitor Application: The Effect of Various Electrolyte Concentrations of Na2SO4,False,True,2023H2_2024H1,碳基超级电容器电极,新增候选或新类型补审,"To achieve the high accomplishment of the supercapacitor, various electrolyte concentrations of Na2SO4 (0.5 M, 1 M, and 2 M) were added to the activated carbon (AC) electrode. The AC has a moderate surface area of 1,500 m2/g and a pore size of 1 nm (micropore scale). The AC electrode was deposited from the mixture of AC, carbon black, and polytetrafluoroethylene (PTFE) with a weight ratio of 8:1:1 using the doctor blade method. Cyclic Voltammetry (CV), Galvanostatic Charge Discharge (GCD), and Electrical Impedance Spectroscopy (EIS) were used to characterize the electrodes electrochemically. Based on CV, GCD, and EIS characterizations, the me"
C0245,3678067,paper:W4391095789,2024-01-01,Nanoarchitectonics of mesoporous carbon spheres by tuning the weight ratio of PEG-PCL block copolymer as template and phenol as carbon source towards supercapacitor applications,True,True,2023H2_2024H1,碳基超级电容器电极,新增候选或新类型补审,
C0725,3678601,paper:W4391112074,2024-01-22,Controlling the compositional matrix of pyrogenic products using carbon dioxide in the pyrolysis of agricultural plastic waste,True,False,2023H2_2024H1,废塑料回收与转化,新增候选或新类型补审,
C0725,3552647,paper:W4385469048,2023-07-30,Experimental investigation on slow thermal pyrolysis of real-world plastic wastes in a fixed bed reactor to obtain aromatic rich fuel grade liquid oil,True,False,2023H2_2024H1,废塑料回收与转化,新增候选或新类型补审,
C0725,3531310,paper:W4382933240,2023-07-03,Co-pyrolysis characteristics of forestry and agricultural residues and waste plastics: Thermal decomposition and products distribution,True,False,2023H2_2024H1,废塑料回收与转化,新增候选或新类型补审,
C0009,3711869,paper:W4392363561,2024-03-01,Sulfur Migration Enhanced Proton-Coupled Electron Transfer for Efficient CO2 Desorption with Core-Shelled C@Mn3O4,False,True,2023H2_2024H1,二氧化碳电还原催化,新增候选或新类型补审,"Transforming hazardous species into active sites by ingenious material design was a promising and positive strategy to improve catalytic reactions in industrial applications. To synergistically address the issue of sluggish CO 2 desorption kinetics and SO 2 -poisoning solvent of amine scrubbing, we propose a novel method for preparing a high-performance core–shell C@Mn 3 O 4 catalyst for heterogeneous sulfur migration and in situ reconstruction to active –SO 3 H groups, and thus inducing an enhanced proton-coupled electron transfer (PCET) effect for CO 2 desorption. As anticipated, the rate of CO 2 desorption increases significantly, by 255%,"
C0009,3670372,paper:W4390806435,2024-01-11,Elucidating the Mechanism of Oxygen Evolution Reaction on Nanostructured Copper-Based Catalysts,False,False,2023H2_2024H1,二氧化碳电还原催化,新增候选或新类型补审,"In water splitting processes, the oxygen evolution reaction (OER) is one of the main kinetic control steps that should be triggered by high-efficiency catalysts. A series of Cu-based catalysts are considered potential candidates. This work provides a simple and effective strategy for fabricating large-scale copper-based catalysts by anodization on a copper foil at room temperature in a KOH solution. The representative petal-shaped CuO and Cu(OH) 2 nanorods are obtained. The corresponding surface areas are 0.0197 and 1.966 m 2 /g, respectively. The surface wettability of Cu(OH) 2 is lower than that of CuO. The catalytic performance is studied "
C0009,3633149,paper:W4389003313,2023-11-25,Electrocatalytic CO2 reduction to C2H4: From lab to fab,False,False,2023H2_2024H1,二氧化碳电还原催化,新增候选或新类型补审,"The global concerns of energy crisis and climate change, primarily caused by carbon dioxide (CO2), are of utmost importance. Recently, the electrocatalytic CO2 reduction reaction (CO2RR) to high value-added multi-carbon (C2+) products driven by renewable electricity has emerged as a highly promising solution to alleviate energy shortages and achieve carbon neutrality. Among these C2+ products, ethylene (C2H4) holds particular importance in the petrochemical industry. Accordingly, this review aims to establish a connection between the fundamentals of electrocatalytic CO2 reduction reaction to ethylene (CO2RR-to-C2H4) in laboratory-scale resear"
C0115,3599311,paper:W4387451795,2023-10-08,Influence of humidity on the plasma-assisted CO2 conversion,False,True,2023H2_2024H1,二氧化碳吸收溶解与水合物,新增候选或新类型补审,"Abstract The current research focuses on carbon dioxide (CO2) conversion at ambient conditions using streamer plasma. In this study, treatment time and humidity have been found to influence CO2 conversion. Our findings reveal a maximum CO2 conversion rate of 35.2%, achieved with a remarkably high energy efficiency of CO2 conversion at 135% and a low energy cost of 2.17 eV/molecule. We employed optical emission and fourier‐transform infrared spectroscopy spectroscopy to analyze the different dissociation products of CO2 and determine the percentage of CO2 conversion. Furthermore, we utilized a two‐dimensional (2D) fluid dynamics model and a ze"
C0115,3806780,paper:W4399777046,2024-06-18,"On Comparing Packed Beds and Monoliths for CO 2 Capture from Air Through Experiments, Theory, and Modeling",False,True,2023H2_2024H1,二氧化碳吸收溶解与水合物,新增候选或新类型补审,"High Resolution Image Download MS PowerPoint Slide This study compares the performance of amine-functionalized γ-alumina sorbents in the form of 3 mm γ-alumina pellets and of a γ-alumina wash-coated monolith for CO 2 capture for direct air capture (DAC). Breakthrough experiments were conducted on the two contactors to analyze the adsorption kinetics and performance for different gas feeds. A constant pattern analysis revealed dominant mass transfer resistances in the gas film and in the pores, with axial dispersion also observed, particularly at higher concentrations. A 1D, physical model was used to fit the experiments and thus to estimate m"
C0115,3569965,paper:W4386223994,2023-08-28,Microscopic Flow of CO2 in Complex Pore Structures: A Recent 10-Year Review,False,True,2023H2_2024H1,二氧化碳吸收溶解与水合物,新增候选或新类型补审,"To prevent CO2 leakage and ensure the safety of long-term CO2 storage, it is essential to investigate the flow mechanism of CO2 in complex pore structures at the pore scale. This study focused on reviewing the experimental, theoretical, and numerical simulation studies on the microscopic flow of CO2 in complex pore structures during the last decade. For example, advanced imaging techniques, such as X-ray computed tomography (CT) and nuclear magnetic resonance (NMR), have been used to reconstruct the complex pore structures of rocks. Mathematical methods, such as Darcy’s law, the Young–Laplace law, and the Navier-Stokes equation, have been use"
C0276,3727877,paper:W4392975826,2024-03-20,Efficient energy transport from triboelectric nanogenerators to lithium-ion batteries via releasing electrostatic energy instantaneously,True,False,2023H2_2024H1,锂离子电池负极材料,新增候选或新类型补审,
C0276,3622381,paper:W4388572661,2023-11-10,Nanoporous ALD-modified oxygen-deficient NiO flakes as anodes for lithium-ion batteries,True,False,2023H2_2024H1,锂离子电池负极材料,新增候选或新类型补审,
C0276,3728695,paper:W4393020956,2024-03-20,An asymmetric double-layer poly(ethylene oxide)/inorganic composite electrolyte for stable and dendrite-suppressing all-solid-state Li metal battery,True,False,2023H2_2024H1,锂离子电池负极材料,新增候选或新类型补审,
C0566,3815767,paper:W4400108717,2024-06-28,Atmospheric pressure microwave (915 MHz) plasma for hydrogen production from steam reforming of ethanol,False,False,2023H2_2024H1,蒸汽重整制氢与合成气,新增候选或新类型补审,"Abstract This work presents experimental results on the energy efficiency in hydrogen production using atmospheric microwave plasma (915 MHz) through steam reforming of ethanol. Ethanol was chosen as a liquid hydrogen carrier due to its high hydrogen atom content, low cost, and wide availability. The experimental work began with the maximization of an energy efficiency of the used microwave plasma source. The process of maximization involved determining a position of a movable plunger that ensures the most efficient transfer of microwave energy from a microwave source to the generated plasma in the microwave plasma source. The aim of the inve"
C0566,3594365,paper:W4387232932,2023-09-30,High-efficient sunlight-driven hydrogen production from methanol steam reforming on a novel photo-thermo-catalysis and thermo-catalysis dual-bed reactor,True,False,2023H2_2024H1,蒸汽重整制氢与合成气,新增候选或新类型补审,
C0566,3681108,paper:W4391218688,2024-01-25,From Waste to Clean Energy: An Integrated Pyrolysis and Catalytic Steam Reforming Process for Green Hydrogen Production from Agricultural Crop Residues,False,False,2023H2_2024H1,蒸汽重整制氢与合成气,新增候选或新类型补审,"Biomass holds significant promise as a renewable feedstock for H 2 production. In this study, an integrated biomass pyrolysis and bio-oil catalytic steam reforming approach was explored for hydrogen production from biomass, focusing on a mixture of agricultural crop residues as the feed material. An optimal bio-oil yield of 40.6 wt % was achieved at 450 °C with a heating rate of 10 °C/min during pyrolysis. Using a LaNi 0.5 Co 0.5 O 3 catalyst, time-on-stream experiments exhibited a stable bio-oil conversion (80%) and average H 2 yield (60%) over a 12 h period. Furthermore, FESEM and Raman analysis of the spent catalyst revealed considerable c"
C0473,3772895,paper:W4396792631,2024-01-01,CO2-enhanced oil recovery with CO2 utilization and storage: Progress and practical applications in China,False,True,2023H2_2024H1,二氧化碳地质封存与驱油,新增候选或新类型补审,"CO2 capture, utilization, and storage (CCUS) is a strategic emerging technology that has undergone rapid development in recent years. CO2-Enhanced oil recovery with CO2 utilization and storage (CCUS-EOR) is currently the most practicable large-scale carbon reduction technology and has become a key tool for large-scale applications of CCUS. In the inceptive period, CCUS-EOR was targeted towards flooding, but has since been extensively adopted for industrialization. At present, CCUS-EOR is being developed for synergistic flooding and storage, and is expected to gradually transition to utilization in geological storage for supporting large-scale"
C0473,3594777,paper:W4387252198,2023-10-02,"Reactive Transport Modeling and Sensitivity Analysis of CO2-Rock-Brine Interactions at Ebeity Reservoir, West Kazakhstan",False,False,2023H2_2024H1,二氧化碳地质封存与驱油,新增候选或新类型补审,"This study investigated the reactive transport modeling of CO2 injection into the Kazakhstan reservoir to identify mineralogical and porosity changes due to geochemical reactions. Additionally, sensitivity analysis was performed to test the effect of the surface area and gas impurity on the CO2 storage capability. Despite the current need to investigate carbon sequestration in Kazakhstan, a limited number of studies have been conducted in this field. The Ebeity oil reservoir sandstone formation in the Pre-Caspian Basin has been tested as a potential CO2 storage site. The 1D PHREEQC simulation results of 10,000 years suggest that reservoirs wi"
C0473,3746935,paper:W4394713575,2024-01-01,Numerical Simulation on Combined Production of Hydrate and Free Gas from Silty Clay Reservoir in the South China Sea by Depressurization: Formation Sealing,True,False,2023H2_2024H1,二氧化碳地质封存与驱油,新增候选或新类型补审,
C0686,3814764,paper:W4400074253,2024-01-01,"An Emerging Framework for the Probabilistic Cost-Benefit Analysis of the Reliability, Resiliency, and Adaptability of Electric Power Systems",True,False,2023H2_2024H1,电网灾害韧性与恢复,新增候选或新类型补审,
