category_id,name,source,doc_id,date,title,text_excerpt,confidence,needs_review
N0013,Overpotential / Oxygen evolution / Catalysis,paper,W4416778370,2025-11-28,Electron-Deficient Mn Sites Functionalized with Ag Nanoclusters Enable Selective and Durable Seawater Oxidation,"Direct seawater electrolysis presents significant challenges due to chloride-induced corrosion and the competitive Cl - oxidation, which undermines the efficiency and durability of anode materials. In this study, the rationally synthesized Ag nanocluster-decorated calcium-manganese borate (AgNCs@Ca-MnB) nanosheets are reported as a highly efficient and corrosionresistant electrocatalyst for oxygen evolution in alkaline seawater. Incorporating boron into the Ca─Mn lattice creates electron-deficient sites that enhance the covalency of Mn─O bonds, promoting favorable adsorption energies for OER intermediates while stabilizing the catalyst structure under oxidative conditions. Ag nanoclusters are strategically introduced to the surface, functioning as selective Cl - traps through Ag─Cl complexation, effectively suppressing the Cl - oxidation pathway. The hybrid design further boosts electrochemical surface area and electronic conductivity, ensuring high current density operation with minimal degradation. The AgNCs@Ca-MnB catalyst achieves an overpotential of ≈310 mV at 10 mA cm - 2 in real seawater and demonstrates exceptional operational stability over 100 h, outperforming many reported transition metal-based systems. This study introduces a synergistic strategy combining boron-induced electronic modulation and silver-mediated chloride immobilization, offering a new direction in designing durable and selective seawater oxidation catalysts.",0.3014076054096222,True
N0016,Wind power / Wind speed / Induction generator,paper,W7155196275,2026-04-22,Spatiotemporal Analysis of Wind Characteristics in Saudi Arabia Using GEFSv12 Reforecast Data for High-Wind-Sites Identification,"Wind energy is a cornerstone of Saudi Arabia’s renewable energy transition under Vision 2030, yet national-scale wind resource assessment remains constrained by sparse and unevenly distributed ground observations. This study evaluates the spatiotemporal variability of near-surface wind speed and direction across Saudi Arabia using Global Ensemble Forecast System Reforecast (GEFSv12 Reforecast) wind fields integrated with a GIS 10.8-based processing workflow. Wind vectors (U and V) were extracted from NetCDF files, converted to wind speed and meteorological wind direction, and analyzed at 183 grid-cell “virtual stations” covering the Kingdom for a five-year period (2018-2022) at four synoptic time steps (6-hourly). The resulting database comprises approximately 1,336,632 records. A practical verification using five airport stations matched to nearest virtual stations shows strong agreement between GEFS-derived and observed wind speeds (RMSE = 1.823; R2 = 0.879), supporting the dataset’s suitability for regional screening. Results reveal pronounced spatial heterogeneity and diurnal structure: northern, northeastern, central, and eastern Saudi Arabia consistently exhibit moderate-to-high winds (often >5.5 m/s) with persistent northwesterly-westerly flow, while western and southwestern coastal zones show stronger diurnal variability associated with thermal and sea-breeze influences. Peak, spatially coherent winds occur during the late-day synoptic period, forming a broad high-wind corridor across central and eastern regions. Given the ~1° (~110 km) resolution, findings are intended to be used for macro-scale wind-resource screening and the prioritization of high-wind zones for follow-up assessment.",0.5841765999794006,True
N0016,Wind power / Wind speed / Induction generator,paper,W7133899396,2026-01-01,"Machine-Learning-Assisted Probabilistic Wind Assessment at Sechura, Peru","Accurate characterization of wind resources is essential for reliable energy yield estimation and wind farm planning, particularly in regions with limited long-term measurements. This study presents a machine-learning-assisted probabilistic wind assessment in Sechura, Peru, based on multi-year hourly wind data obtained from the NASA POWER database. A representative Typical Meteorological Year (TMY) was constructed to preserve seasonal and diurnal variability while enabling standardized annual energy production (AEP) calculations. Wind speed distributions were modeled using empirical distributions, kernel density estimation (KDE), the Weibull distribution, and Gaussian mixture models (GMM). Statistical evaluation indicates that KDE and GMM reduce the annual RMSE by more than 50% compared to the Weibull model, achieving coefficients of determination above 0.98. Annual energy production is estimated at approximately 1.88 GWh, with differences below 0.3% among probabilistic models. The corresponding capacity factor is approximately 0.25 for a utility-scale wind turbine. The results demonstrate that advanced probabilistic models substantially improve wind speed representation while having a limited impact on integrated annual energy estimates, highlighting the importance of model selection for variability and seasonal analysis rather than for annual yield estimation.",0.21322140097618103,True
N0016,Wind power / Wind speed / Induction generator,paper,W7125714396,2026-01-01,Short-term Wind Power Forecasting Considering Capacity Loss in Typhoon Scenarios,,0.6531082391738892,True
N0016,Wind power / Wind speed / Induction generator,paper,W7212399150,2026-01-01,Physics-data-fusion power forecasting for regional wind clusters based on Dynamic GAT-LSTM considering spatio-temporal wake-informed interactions,,0.6843746900558472,True
N0016,Wind power / Wind speed / Induction generator,patent,patent:CN202511673572.0,2026-02-13,A method and system for quickly estimating utilization rate of wind and solar power generation using limited data,"The invention discloses a method and system for quickly estimating the utilization rate of wind and solar power generation using limited data. The method includes : obtaining basic data of at least one wind and solar power plant in a target area; calculate the effective utilization hours of at least one wind and solar power plant based on the installed capacity and on-grid electricity to uniformly measure the output level of the wind and solar power plants; dividing at least one wind and solar power plant according to the district, county and type of wind and solar power plant to obtain at least one analysis group; based on the effective utilization hours of all wind and solar power plants in a certain analysis group, one-sided T test theory is applied to calculate the upper limit and lower limit of the expected value of effective utilization hours of a certain analysis group as the benchmark unit output range of a certain analysis group; based on the actual effective utilization hours of at least one power plant and the benchmark unit output range of the analysis group to which it belongs, the wind and solar power generation utilization rate range of the target area is calculated. A fast and reliable estimation of regional wind and solar power generation utilization rate was achieved.",0.8162722587585449,True
N0016,Wind power / Wind speed / Induction generator,patent,patent:CN202511482962.X,2026-01-27,A power prediction method and system for wind farm clusters,"The invention discloses a power prediction method and system for a wind farm cluster, and relates to the field of power prediction for wind farm clusters. The power prediction method includes identifying whether fans in a downstream wind farm are affected by the wake of fans in an upstream wind farm through a support vector machine algorithm, and determining the generation of the wake. upstream fan; calculate the wake incoming wind speed based on the upstream fan that determines to generate the wake, and calculate the power loss of the fan based on the ambient wind speed prediction value in the numerical weather forecast and the wake incoming wind speed of the upstream fan; the wind turbines affected by the wake and the wind turbines not affected by the wake are respectively processed to obtain the predicted power of the wind farm, and the predicted power of the wind farm cluster is obtained by solving. According to the invention, the power loss influence caused by the wake effect among the wind power stations in the wind power station cluster is considered, the power prediction precision of the wind power station cluster is improved, additional sensor arrays and other equipment do not need to be added in the implementation process, and a new solution is provided for upgrading and transforming an old system",0.7954539060592651,True
N0016,Wind power / Wind speed / Induction generator,patent,patent:CN120545961,2025-08-26,一种基于大数据分析的风电场能量预测方法、系统、设备及介质,本发明公开了一种基于大数据分析的风电场能量预测方法、系统、设备及介质，属于风电场能量预测技术领域，包括收集风电场区域的风速数据、风电机组运行数据及气象环境数据，对收集的数据进行清洗处理缺失值和异常值；基于风速数据，采用时间序列分析方法预测未来风速，结合风电机组功率曲线计算输出功率；通过机器学习算法建立输出功率预测模型，融合风速、气象及运行数据特征，进行模型训练与超参数优化，利用K折交叉验证评估模型准确性；在风电场运行过程中，实时采集风速和气象数据，使用训练好的模型进行短期能量预测，并基于误差反馈调整模型。本发明能够提供更加准确的风电场能量预测，减少因风速波动和气象变化导致的调度风险。,0.784955620765686,True
N0017,Photovoltaic system / Electrical engineering / Maximum power point tracking,paper,W7160300150,2026-04-28,Enhancing Solar Panel Efficiency with Coatings: Sustainable Materials and Waste Management for End-of-Life Panels,"However, there are still issues in terms of efficiency, material sustainability, and end-of-life management that need to be addressed. Solar photovoltaic (PV) technology is an essential component in the shift to renewable energy. This article investigates the development of coatings that improve panel efficiency, the utilization of environmentally friendly materials, and the implementation of recycling procedures for panels that have been decommissioned. Coatings that are anti-reflective and self-cleaning have the potential to boost energy yield by as much as 5-10%, while environmentally friendly options like as recycled carbon fiber can lessen the impact on the environment. It is possible to recover up to 95% of the materials used in panels through the implementation of waste management procedures, which include extended producer responsibility. One way to encourage a circular economy in the solar energy sector is to integrate these ideas. Keywords: Waste management, the circular economy, photovoltaics, solar panels, coatings, sustainable materials, and end-of-life recycling. Title: Enhancing Solar Panel Efficiency with Coatings: Sustainable Materials and Waste Management for End-of-Life Panels Author: Sneha, Lalit Kumar International Journal of Electrical and Electronics Research ISSN 2348-6988 (online) Vol. 14, Issue 2, April 2026 - June 2026 Page No: 10-14 Research Publish Journals Website: www.researchpublish.com Published Date: 28-April-2026 DOI: https://doi.org/10.5281/zenodo.19845168 Paper Download Link (Source) https://www.researchpublish.com/papers/enhancing-solar-panel-efficiency-with-coatings-sustainable-materials-and-waste-management-for-end-of-life-panels",0.0011354380985721946,True
N0017,Photovoltaic system / Electrical engineering / Maximum power point tracking,paper,W4412836677,2025-08-01,Choice of supervised machine learning based approaches to predict PV panel faults,"The increasing deployment of photovoltaic (PV) systems necessitates efficient fault detection methods to ensure optimal performance and reliability. The performance of the PV panels can be significantly affected by faults and anomalies. Various machine learning techniques can be used for this purpose, each with its strengths and weaknesses. Developing a proper fault diagnosis strategy to identify PV faults for the smooth and uninterrupted operation of PV panels plays a vital role. This paper presents a comparative assessment of different machine learning techniques for photovoltaic (PV) panel fault diagnosis. This study aims to evaluate and compare the performance of various machine learning algorithms including support vector machine (SVM), k-nearest neighbour (KNN), decision tree (DT), discriminant analysis (DA) and ensemble classifier (EC) in identifying and diagnosing faults in PV panels. Through extensive experimentation and analysis, the effectiveness of these machine learning techniques in fault detection and classification is assessed in terms of accuracy, precision and efficiency. Additionally, the robustness and scalability of the models are examined under different operating conditions and fault scenarios. This study used simulated data to train and test machine learning models and evaluated their performance based on accuracy and precision. The findings of this study provide valuable insights into the applicability and performance of data-driven machine learning techniques for fault identification in PV panels, thereby contributing to the development of more efficient and reliable PV systems for the renewable energy industry.",0.02202361263334751,True
N0017,Photovoltaic system / Electrical engineering / Maximum power point tracking,paper,W4416564429,2025-11-23,Photovoltaic Power and Meteorological Datasets With Snow Detection From the Outdoor Solar Power Laboratories of the Finnish Meteorological Institute,"High-quality, long-term time series of photovoltaic (PV) output measurements are scarce at high latitudes, limiting both academic research and commercial applications. Here, we describe and publish high-resolution (1 min) PV output data-together with ancillary measurements-from three high-latitude sites in Finland covering 26 August 2015 to 31 December 2021. The PV data, comprising averaged power readings, were retrieved from inverter registries. Ancillary measurements from the PV field-plane-of-array irradiance, air temperature, module temperature, and photographs of the modules-were collected using dedicated instrumentation. Additional meteorological variables, including solar radiation components and snow depth, were obtained from nearby Finnish Meteorological Institute (FMI) weather stations. Daily snow cover classification of the modules was performed manually from daily plots of PV, ancillary and meteorological data and partially validated with photographs. Beyond visual inspection, the PV data underwent the quality control routine as described in a recent paper by Visser and colleagues; however, we found the routine exhibits several shortcomings under high latitude conditions. Snow coverage on the PV modules varied significantly with site location and system design. Subsets of the dataset have previously been used for PV output-model validation. The complete dataset offers further opportunities, including PV model development, refinement of performance metrics and quality control methods for high-latitude installations, and investigations of snow-related losses and gains. The data is freely available from the FMI METIS data repository.",0.265163779258728,True
N0017,Photovoltaic system / Electrical engineering / Maximum power point tracking,paper,W7163686743,2026-01-01,Neighbourhood Rooftop PV Adoption and Solar Potential: A Spatial-Adaptive Analysis of Uptake Drivers,,0.8817946910858154,True
N0017,Photovoltaic system / Electrical engineering / Maximum power point tracking,paper,W4417461798,2025-12-17,INFLUENCE OF URBAN CANYONS ON INDOOR DAYLIGHT AVAILABILITY IN TROPICAL CLIMATES,"This study investigates the influence of urban canyons on daylight availability in indoor environments in tropical regions. The analysis considered variations in canyon proportions (H/W ratios of 0.5, 1.0, and 2.0), solar orientations, Vertical Angle of Obstruction (VAO), and façade reflectances. Simulations were conducted using the TropLux software for a reference room placed in different canyon configurations, with façade reflectances of 0.900 and 0.427. The evaluation was based on the following metrics: Annual Average Illuminance (AAI), Spatial Daylight Autonomy (sDA), and Annual Solar Exposure (ASE). Results indicate that deeper canyons reduce daylight availability, although autonomy was achieved in all analyzed scenarios. Moreover, façade reflectances significantly influenced the available illumination, emphasizing their relevance in design strategies. Excessive levels of daylight were also observed in North, East, and West orientations, suggesting the need for appropriate daylight control strategies. In this context, the study highlights the influence of canyon geometry and façade reflectances on daylight availability, reinforcing their importance in the design of buildings for tropical climates.",0.7421846985816956,True
N0017,Photovoltaic system / Electrical engineering / Maximum power point tracking,patent,patent:JP2025071424,2026-04-06,Photovoltaic System,"Challenge : To provide a solar power generation system that can control costs.[Solution]The photovoltaic system of embodiment 1 has a photovoltaic module, a wiring box and a conversion box. A solar cell module has a battery connection terminal, which is the terminal of the positive and negative electrodes, and a battery connection terminal, which is the terminal of three or more connected wiring. The wiring box has multiple wiring connectors, and with internal wiring. Multiple wiring connectors have a wiring box connection terminal that can be connected to a battery connection terminal and a wiring box connection terminal that can be connected to a battery connection terminal. The internal wiring can be configured with a circuit that combines series and parallel connections of solar modules. The conversion box has a battery connection terminal and a connecting terminal of the conversion box, and a cable connector that can be connected to the power conversion device.Selection Figure 28",0.7741093635559082,True
N0017,Photovoltaic system / Electrical engineering / Maximum power point tracking,patent,patent:IN202611037702,2026-05-15,A SELF-CALIBRATING SOLAR POWER PREDICTION SYSTEM WITH DYNAMIC PHYSICAL CONSTRAINT ENFORCEMENT,Disclosed system (100) comprises a data acquisition unit (102) configured to receive operational data associated with a photovoltaic installation. The system (100) further comprises a physical parameter estimation engine (104) configured to determine an effective photovoltaic surface parameter based on a relationship between the operational data. The system (100) further comprises a filtering module (106) configured to validate the effective photovoltaic surface parameter. The system (100) further comprises a physical consistency controller (108) configured to store and update a validated range of the effective photovoltaic surface parameter based on temporal variations in the operational data. The system (100) further comprises a constraint-enforced prediction engine (110) configured to generate a predicted power output. The system (100) further comprises an adaptive feedback module (112) configured to iteratively update the effective photovoltaic surface parameter based on deviation between the predicted power output and measured power output. FIG. 1 is the reference figure.,0.7732387781143188,True
N0017,Photovoltaic system / Electrical engineering / Maximum power point tracking,patent,patent:CN202510453775A,2025-07-29,A photovoltaic power station medium- and long-term transaction declaration decision-making method and system,"The invention discloses a decision method and a decision system for medium-term and long-term transaction declaration of a photovoltaic power station, and belongs to the technical field of electric power transaction. The invention discloses a method for reporting decision-making of a medium-and-long-term transaction of a photovoltaic power station, which comprises the steps of constructing a weather prediction simulation model, an output characteristic extraction model, an index generation model, a reporting scene simulation model and an optimal output decision-making model, predicting weather condition data in a transaction period, extracting typical characteristics in photovoltaic output and market price data to obtain an output price index combined sample, then carrying out clustering processing and sampling to obtain a photovoltaic output and price scene, and finally taking the maximum gain as a target to obtain reporting decision-making information of the photovoltaic power station, so that new energy power generation characteristics can be fully considered, a power transaction mode with reasonable design can be formed, and new energy can be ensured to participate in market transaction fairly, thus the photovoltaic power station can avoid risks, and the photovoltaic power station is ensured to have sustainable gain.",0.7648280262947083,True
N0019,Thermoelectric effect / Thermoelectric materials / Seebeck coefficient,paper,W7140120848,2026-01-01,Boosting the thermoelectric performance of SnTe through localized van der Waals gap construction and configurational entropy engineering,The combination of localized van der Waals gaps and configurational entropy engineering results in an exceptional average ZT avg of ∼0.96 in the SnTe-based thermoelectric material over a testing temperature range of 323-823 K.,0.11022928357124329,True
N0019,Thermoelectric effect / Thermoelectric materials / Seebeck coefficient,paper,W4412759660,2025-07-30,Static Reconfiguration of Modular Thermoelectric Generation Arrays under Nonuniform Temperature Distribution,"In this article, we propose a static reconfiguration method for thermoelectric generation (TEG) arrays to improve reliability and power output. Based on a series-parallel and series-parallel (SP&SP) configuration, a modular diagonal switching (MDS) technique is presented for a 6 × 6 TEG array. By strategically repositioning specific TEG modules within a fixed array, power loss can be minimized and output efficiency can be optimized. Under six varied hot-side nonuniform temperature distribution (HNTD) conditions, simulation experiments are performed and compared with the output performance of six various TEG array configurations. The proposed MDS method can obtain a maximum enhancement in output power by 13.33% while simultaneously reducing the power loss rate from 13.64% to 2.13%. Under three HNTD conditions, validation tests on five TEG array structures demonstrated that the proposed MDS method can increases power output up to 14.29% and reduce power loss from 21.76% to 4.72%. Therefore, the proposed MDS method can effectively suppress power loss and improve efficiency of waste heat recovery.",0.02645457535982132,True
N0019,Thermoelectric effect / Thermoelectric materials / Seebeck coefficient,paper,W4415618153,2025-10-28,Direct Ink Writing of Skin-Mountable Free-Form Thermoelectric Sensors Based on Ag 2 Te Composites,"Flexible thermoelectric sensors convert temperature gradients into electrical energy, allowing rapid, real-time responses to subtle temperature changes without relying on external power sources or mechanical vibrations. These features allow seamless integration into wearable electronics and humanoid robotic systems, where mechanical flexibility, environmental stability, and customizable design are essential. In this study, a skin-mountable free-form thermoelectric sensor was fabricated through direct ink writing using a printable Ag@Ag 2 Te/Ag composite ink. The ink was optimized by engineering the morphology and Ag/Te stoichiometry of the hybrid thermoelectric material, along with the rheological properties of the composite ink, to ensure a high thermoelectric response and print fidelity simultaneously. The resulting thermoelectric films exhibited a stable output under high-humidity conditions and repeated mechanical deformations. Leveraging the geometric freedom provided by direct ink writing, a fan-shaped thermoelectric sensor was fabricated to detect localized thermal stimuli and maintain a reliable temperature-dependent response when it was seamlessly mounted on a fingertip. This research provides a promising approach toward customizable, self-powered thermoelectric sensors for wearable electronics and soft robotics.",0.2057882398366928,True
N0019,Thermoelectric effect / Thermoelectric materials / Seebeck coefficient,paper,W7164991821,2026-06-16,Role of excess lanthanum in achieving synergistic thermoelectric optimization of InTe,,0.7742055058479309,True
N0019,Thermoelectric effect / Thermoelectric materials / Seebeck coefficient,paper,W7163877725,2026-06-01,"Recent advances in SnTe-based thermoelectric materials: Synthesis, band engineering, and performance optimization",,0.6423210501670837,True
N0021,Perovskite (structure) / Halide / Energy conversion efficiency,paper,W7152554783,2026-04-09,A Defect-Engineered Vacuum Evaporation Strategy for High-Efficiency Indoor Perovskite Mini Solar Modules,"Fully vacuum-evaporated perovskite solar cells (PSCs) offer a solvent-free, scalable platform for indoor photovoltaics, yet performance is often limited by incomplete phase conversion and high defect densities. Here, we report a sequential vacuum-evaporation strategy that enables the formation of high-quality perovskite absorbers specifically optimized for low-intensity indoor light harvesting. By co-evaporating PbI 2 with a controlled fraction of PbCl 2 , the dense stacking characteristic of thermally deposited PbI 2 is effectively disrupted, promoting homogeneous organic-inorganic interdiffusion and near-complete perovskite phase conversion. Additionally, a thin CsI interlayer introduced prior to thermal annealing stabilizes the photoactive phase and suppresses defect formation at both the bulk and interfacial levels. Consequently, the optimized fully evaporated PSCs deliver record indoor power conversion efficiencies of 41.60% at 900 lux and 41.22% at 300 lux under TL84 illumination. Transient photovoltage and photocurrent analyses reveal prolonged carrier lifetimes and accelerated charge extraction, indicative of substantially reduced nonradiative recombination. Importantly, the devices exhibit markedly enhanced operational stability and enable a perovskite mini module (3.9 cm 2 ), achieving over 38% efficiency at 900 lux under indoor lighting. Collectively, this work establishes a practical and industrially compatible pathway toward high-performance, scalable, fully evaporated perovskite photovoltaics, advancing their deployment in next-generation self-powered indoor electronic systems.",0.009403561241924763,True
N0021,Perovskite (structure) / Halide / Energy conversion efficiency,paper,W7163351007,2026-06-03,Optoelectronic performance of diphenylamine-helicene derivatives as hole transport materials in perovskite solar cells: a DFT/TD-DFT study,"Achieving high efficiency in perovskite solar cells depends critically on the design of small-molecule hole-transport materials (HTM), and leveraging theoretical design alongside in-depth structure-property analysis offers a cost-effective screening strategy. In this work, we employ DFT at the B3LYP/6-311G(d) and TD-DFT at CAM-B3LYP/6-311G(d) level to evaluate a series of helicene-based diphenylamine derivatives (the HEL family) as potential HTMs. Nine members with helicene-based structure, including unsubstituted structures as well as structures with substituents (F, Cl, Br, Methyl, Ketone, and Amine in the ortho position and Methyl and Amine in the meta position), show optimal HOMO/LUMO alignments for efficient hole extraction, while the others appear unsuitable. Their computed absorption peaks lie between 354.98 and 368.96 nm, making them compatible with n-i-p cell architectures. Among these, the structure that is containing amine functional group in meta position has the narrowest band gap (2.70 eV), the most red-shifted λ max (365.28 nm), and excited-state metrics (D = 0.93 Å, H = 4.66 Å, t = - 2.75 Å, S r = 70) that signal excellent charge separation. Its transport and thermodynamic descriptors-net charge = 0.44 e-, hole contribution = 52.28%, E b ≈ 0.46 eV, IP a = 5.34 eV, ΔG sol = - 0.59 eV, λ hole = 0.298 eV, mobility parameter η = 2.35 eV-further underline its superior hole-generation ability, solubility, and low reorganization energy. Collectively, these characteristics identify that structure c ontaining amine functional group in meta position can be regarded as a highly promising HTM for MAPbI3-based n-i-p perovskite solar cells.",0.2775669991970062,True
