category_id,topic_id,name,top_keywords,recent_papers,all_recent_patents,all_policy_documents,all_patent_paper_share_ratio,all_may_share_ratio,all_may_patents,all_may_papers,confidence_filtered_recent_patents,confidence_filtered_policy_documents,confidence_filtered_patent_paper_share_ratio,confidence_filtered_may_share_ratio,confidence_filtered_may_patents,confidence_filtered_may_papers,patent_confident_retention,policy_confident_retention,potential_signal_score,potential_numeric_candidate,policy_task_support_verified,applicant_diversity_verified,interpretation,reviewed_policy_family_count,potential_followup,fully_verified_potential_hotspot,review_display_name
N0014,13,Scanning electron microscope / Analytical Chemistry (journal) / Diffraction,Scanning electron microscope | Analytical Chemistry (journal) | Diffraction | Thin film | Diffractometer | Energy-dispersive X-ray spectroscopy | Electrochemistry | Transmission electron microscopy | Chemical engineering | Powder diffraction | Cyclic voltammetry | X-ray photoelectron spectroscopy | Diffuse reflectance infrared fourier transform | Field emission microscopy | Composite material,1,7,0,23.891712275215014,41.39392324093817,7,0,2,0,11.053535901609694,18.921783625730995,2,0,0.2857142857142857,,74.13000000000001,False,False,False,跨来源数值信号；政策具体任务支持和专利主体多样性待审阅,0,False,False,Scanning electron microscope / Analytical Chemistry (journal) / Diffraction
N0015,14,Mechanics / Heat transfer / Thermodynamics,Mechanics | Heat transfer | Thermodynamics | Convection | Physics | Heat transfer coefficient | Heat flux | Pressure drop | Natural convection | Convective heat transfer | Thermal | Tube (container) | Nusselt number | Composite material | Thermal conduction,17,7,0,2.0478610521612866,2.335041823847794,5,6,2,0,0.947445934423688,1.4555218173639224,2,6,0.2857142857142857,,75.49,False,False,False,跨来源数值信号；政策具体任务支持和专利主体多样性待审阅,0,False,False,Mechanics / Heat transfer / Thermodynamics
N0016,15,Wind power / Wind speed / Induction generator,Wind power | Wind speed | Induction generator | Turbine | Meteorology | Doubly fed electric machine | Wind power forecasting | Weibull distribution | Offshore wind power | Permanent magnet synchronous generator | Environmental science | Control theory (sociology) | Power optimizer | Wind profile power law | Marine engineering,72,9,13,0.6261276320401177,0.514500740847819,5,29,8,0,0.777559077216682,0.7055580335018337,5,29,0.8888888888888888,0.0,86.54000000000002,False,False,False,跨来源数值信号；政策具体任务支持和专利主体多样性待审阅,0,False,False,风能资源评估与功率预测
N0017,16,Photovoltaic system / Electrical engineering / Maximum power point tracking,Photovoltaic system | Electrical engineering | Maximum power point tracking | Grid-connected photovoltaic power system | Computer science | Environmental science | Building-integrated photovoltaics | Photovoltaic thermal hybrid solar collector | Rooftop photovoltaic power station | Engineering physics | Payback period | Shading | Water pumping | Electronic engineering | Maximum power principle,128,25,1,0.948231382129156,1.0501113270562483,21,56,20,0,1.058042736107387,1.1051661232727836,16,56,0.8,0.0,90.98,False,False,False,跨来源数值信号；政策具体任务支持和专利主体多样性待审阅,0,False,False,Photovoltaic system / Electrical engineering / Maximum power point tracking
N0018,17,Polymer / Polymer chemistry / Membrane,Polymer | Polymer chemistry | Membrane | Chemical engineering | Composite material | Electrospinning | Electrolyte | Polymerization | Nanofiber | Polymer science | Organic chemistry | Side chain | Monomer | Ether | Vinyl alcohol,10,2,0,1.1377005845340482,1.5331082681828951,2,4,1,0,0.947445934423688,1.2614522417153995,1,4,0.5,,69.88000000000001,False,False,False,跨来源数值信号；政策具体任务支持和专利主体多样性待审阅,0,False,False,Polymer / Polymer chemistry / Membrane
N0019,18,Thermoelectric effect / Thermoelectric materials / Seebeck coefficient,Thermoelectric effect | Thermoelectric materials | Seebeck coefficient | Figure of merit | Thermal conductivity | Thermoelectric generator | Condensed matter physics | Thermodynamics | Thermoelectric cooling | Electrical resistivity and conductivity | Phonon scattering | Skutterudite | Composite material | Bismuth telluride | Dimensionless quantity,77,0,0,0.0308280158389871,0.0484139453110387,0,28,0,0,0.0427878809094568,0.0663922232481789,0,28,,,61.86000000000001,False,False,False,跨来源数值信号；政策具体任务支持和专利主体多样性待审阅,0,False,False,热电材料与器件
N0020,19,Plasma / Atomic physics / Physics,Plasma | Atomic physics | Physics | Nuclear physics | Computational physics | Tokamak | Toroid | Cyclotron | Instability | Beam (structure) | Fusion | Plasma diagnostics | Fusion power | DIII-D | Magnetohydrodynamics,25,1,0,0.281078967943706,0.3311513859275053,1,12,1,0,0.3901247965274009,0.4541228070175438,1,12,1.0,,71.23,False,False,False,跨来源数值信号；政策具体任务支持和专利主体多样性待审阅,0,False,False,Plasma / Atomic physics / Physics
N0021,20,Perovskite (structure) / Halide / Energy conversion efficiency,Perovskite (structure) | Halide | Energy conversion efficiency | Perovskite solar cell | Chemical engineering | Iodide | Inorganic chemistry | Formamidinium | Crystallography | Hysteresis | Light-emitting diode | Planar | Tandem | Mesoscopic physics | Caesium,130,0,0,0.018307825498249,0.0284494317807135,0,48,0,0,0.0254104273600222,0.0390139868571773,0,48,,,62.06,False,False,False,跨来源数值信号；政策具体任务支持和专利主体多样性待审阅,0,False,False,Perovskite (structure) / Halide / Energy conversion efficiency
N0022,21,Electronic engineering / Amplifier / CMOS,Electronic engineering | Amplifier | CMOS | Voltage | Electrical engineering | Electronic circuit | Bandwidth (computing) | Wideband | Waveform | Oxide | Orthogonal frequency-division multiplexing | Channel (broadcasting) | Radio frequency | Chip | Metallurgy,12,7,0,2.867005473025801,1.9104887649663769,4,6,6,0,3.4487032013022247,2.0377305443094915,3,6,0.8571428571428571,,80.56,False,False,False,跨来源数值信号；政策具体任务支持和专利主体多样性待审阅,0,False,False,Electronic engineering / Amplifier / CMOS
N0023,22,Nanoparticle / Nanotechnology / Chemical engineering,Nanoparticle | Nanotechnology | Chemical engineering | Magnetic nanoparticles | Iron oxide nanoparticles | Superparamagnetism | Colloidal gold | Perovskite (structure) | Colloid | Dispersity | Silver nanoparticle | Iron oxide | Magnetization | Nanomaterial-based catalyst | Zeta potential,13,0,0,0.1769756464830741,0.3942278403898873,0,3,0,0,0.2456341311468821,0.5406223893065998,0,3,,,59.57,False,False,False,跨来源数值信号；政策具体任务支持和专利主体多样性待审阅,0,False,False,Nanoparticle / Nanotechnology / Chemical engineering
N0024,23,Automotive engineering / Powertrain / Engineering,Automotive engineering | Powertrain | Engineering | Fuel efficiency | Traction (geology) | Electric motor | Battery (electricity) | Electric vehicle | Internal combustion engine | Brake | Propulsion | Regenerative brake | Power (physics) | Traction motor | Clutch,5,64,0,56.03692515459521,284.2382729211088,51,0,30,0,36.7781285453559,193.0021929824561,25,0,0.46875,,84.19,False,False,False,跨来源数值信号；政策具体任务支持和专利主体多样性待审阅,0,False,False,Automotive engineering / Powertrain / Engineering
N0025,24,Hydrogen / Hydrogen production / Hydrogen storage,Hydrogen | Hydrogen production | Hydrogen storage | Catalysis | Hydrogen fuel | Steam reforming | Chemical engineering | Hydrogen economy | Energy carrier | Thermochemical cycle | Biohydrogen | Methane reformer | Metallurgy | Hydrogen technologies | Permeation,73,5,0,0.3575630408535579,0.2445210655582845,3,39,5,0,0.4962812037457413,0.3353227477977644,3,39,1.0,,82.61999999999999,False,False,False,跨来源数值信号；政策具体任务支持和专利主体多样性待审阅,0,False,False,Hydrogen / Hydrogen production / Hydrogen storage
N0026,25,Doping / Analytical Chemistry (journal) / Optoelectronics,Doping | Analytical Chemistry (journal) | Optoelectronics | Dopant | Phosphor | Tin oxide | Photoluminescence | Chemical engineering | Luminescence | Carbon fibers | Yttrium | Lanthanum | Cathode | Quantum efficiency | Phosphorus,14,0,0,0.1647704294842414,0.306621653636579,0,4,0,0,0.2286938462402005,0.4204840805717998,0,4,,,59.63,False,False,False,跨来源数值信号；政策具体任务支持和专利主体多样性待审阅,0,False,False,Doping / Analytical Chemistry (journal) / Optoelectronics
N0027,26,Turbine / Marine engineering / Mechanical engineering,Turbine | Marine engineering | Mechanical engineering | Engineering | Turbine blade | Aerospace engineering | Structural engineering | Rotor (electric) | Steam turbine | Blade (archaeology) | Vertical axis wind turbine | Tidal power | Gas turbines | Horizontal axis | Combined cycle,31,19,0,2.958021519788525,1.817294191065578,13,20,11,0,2.4212507213049808,1.56912352018257,8,20,0.5789473684210527,,87.62,False,False,False,跨来源数值信号；政策具体任务支持和专利主体多样性待审阅,0,False,False,Turbine / Marine engineering / Mechanical engineering
N0028,27,Electrolyte / Fast ion conductor / Ionic conductivity,Electrolyte | Fast ion conductor | Ionic conductivity | Inorganic chemistry | Interphase | Ethylene carbonate | Lithium (medication) | Propylene carbonate | Lithium metal | Electrochemical window | Quasi-solid | Polymer electrolytes | Solvation | Chemical engineering | Conductivity,58,23,0,1.919505088777958,2.1575014537701107,21,27,21,0,2.437446378303676,2.683452950558213,19,27,0.9130434782608696,,92.33,False,False,False,跨来源数值信号；政策具体任务支持和专利主体多样性待审阅,0,False,False,Electrolyte / Fast ion conductor / Ionic conductivity
N0029,28,Power (physics) / Electric power system / Power flow,Power (physics) | Electric power system | Power flow | Reliability engineering | Phasor | Power grid | Economic dispatch | Automatic frequency control | AC power | Automatic Generation Control | Power network | Solar power | Power transmission | Blackout | Mathematical optimization,32,26,4,3.896186924881217,2.7595948827292114,18,18,17,1,3.5711423682123624,2.352437964280069,11,18,0.6538461538461539,0.25,91.49,False,False,False,跨来源数值信号；政策具体任务支持和专利主体多样性待审阅,0,False,False,Power (physics) / Electric power system / Power flow
N0030,29,Composite number / Composite material / Epoxy,Composite number | Composite material | Epoxy | Carbon fibers | Scanning electron microscope | Fiber | Lithium (medication) | Electrochemistry | Polymer | Filler (materials) | Electromagnetic shielding | Phase-change material | Graphene | Electrospinning | X-ray photoelectron spectroscopy,17,10,0,2.867005473025801,3.495486851457001,9,7,6,0,2.463359429501589,2.775194931773879,5,7,0.6,,81.57,False,False,False,跨来源数值信号；政策具体任务支持和专利主体多样性待审阅,0,False,False,Composite number / Composite material / Epoxy
N0031,30,Anode / Electrode / Chemical engineering,Anode | Electrode | Chemical engineering | Electrochemistry | Dendrite (mathematics) | Galvanic anode | Nanofiber | Direct-ethanol fuel cell | Cathodic protection | Electrospinning | Direct methanol fuel cell | Plating (geology) | Sodium-ion battery | Carbon nanofiber | Potassium-ion battery,65,10,0,0.7659938286710156,1.1651622838190003,9,22,9,0,0.961910757850004,1.4296458739441196,8,22,0.9,,87.59,False,False,False,跨来源数值信号；政策具体任务支持和专利主体多样性待审阅,0,False,False,电池负极与界面稳定性
N0032,31,Cathode / Electrolyte / Chemical engineering,Cathode | Electrolyte | Chemical engineering | Electrochemistry | Physical chemistry | Lithium vanadium phosphate battery | Nanotechnology | Capacity loss | Lithium iron phosphate | Structural stability | Polysulfide | Organic radical battery | Cycling | Durability | Electrical engineering,79,12,0,0.7513117067677677,1.0950773344163536,12,31,12,0,1.0427864058122354,1.5017288591849995,12,31,1.0,,88.86,False,False,False,跨来源数值信号；政策具体任务支持和专利主体多样性待审阅,0,False,False,电池正极材料与循环性能
N0033,32,Membrane / Permeation / Ion exchange,Membrane | Permeation | Ion exchange | Chemical engineering | Ion | Chromatography | Electrodialysis | Polysulfone | Membrane distillation | Nanofiltration | Permeance | Permeability (electromagnetism) | Gas separation | Phase inversion | Hollow fiber membrane,67,3,0,0.2477659050763038,0.2237509364375036,1,18,3,0,0.3438877836056349,0.3068397344713134,1,18,1.0,,78.3,False,False,False,跨来源数值信号；政策具体任务支持和专利主体多样性待审阅,0,False,False,Membrane / Permeation / Ion exchange
N0034,33,Battery (electricity) / Lithium-ion battery / Battery pack,Battery (electricity) | Lithium-ion battery | Battery pack | Power (physics) | Thermal runaway | Lead–acid battery | State of charge | Energy storage | Flow battery | State of health | Battery charger | Automotive battery | Internal resistance | Trickle charging | Lithium–sulfur battery,92,201,0,10.409037888553136,11.005913708767087,169,42,159,0,11.435928494962678,12.154463364293086,136,42,0.7910447761194029,,96.98,False,False,False,跨来源数值信号；政策具体任务支持和专利主体多样性待审阅,0,False,False,Battery (electricity) / Lithium-ion battery / Battery pack
N0035,34,Adsorption / Chemical engineering / Physical chemistry,Adsorption | Chemical engineering | Physical chemistry | Langmuir adsorption model | Chemisorption | Physisorption | Chitosan | Density functional theory | Metal ions in aqueous solution | Pressure swing adsorption | Molecular sieve | Goethite | Montmorillonite | Chemical physics | Computational chemistry,57,1,0,0.124652411870687,0.0541097035829257,0,25,1,0,0.1730118662860647,0.0742030730420823,0,25,1.0,,70.56000000000002,False,False,False,跨来源数值信号；政策具体任务支持和专利主体多样性待审阅,0,False,False,Adsorption / Chemical engineering / Physical chemistry
N0036,35,Microstructure / Composite material / Metallurgy,Microstructure | Composite material | Metallurgy | Indentation hardness | Fracture toughness | Welding | Flexural strength | Ball mill | Composite number | Martensite | Tribology | Grain size | Vickers hardness test | Nanoindentation | Hardening (computing),4,0,0,0.5309269394492225,0.919864960909737,0,1,0,0,0.7369023934406463,1.2614522417153995,0,1,,,61.58,False,False,False,跨来源数值信号；政策具体任务支持和专利主体多样性待审阅,0,False,False,Microstructure / Composite material / Metallurgy
N0037,36,Biogas / Anaerobic digestion / Methane,Biogas | Anaerobic digestion | Methane | Pulp and paper industry | Waste management | Biogas production | Anaerobic exercise | Mesophile | Manure | Digestion (alchemy) | Food waste | Methanogenesis | Digestate | Food science | Hydraulic retention time,71,4,0,0.3007348398278812,0.2420697265551939,2,28,4,0,0.4174062508300164,0.3319611162408946,2,28,1.0,,81.13,False,False,False,跨来源数值信号；政策具体任务支持和专利主体多样性待审阅,0,False,False,Biogas / Anaerobic digestion / Methane
N0038,37,Energy (signal processing) / Statistics / Mathematics,Energy (signal processing) | Statistics | Mathematics | Energy supply | Electric potential energy | Wave energy converter | Engineering | Energy harvesting | Energy system | Physics | Energy recovery | Sustainable energy | Energy transformation | Energy management | Energy consumption,82,1,17,0.0868789537280546,0.0930200522268273,1,44,1,3,0.1205840280175603,0.1275625862408831,1,44,1.0,0.1764705882352941,70.56,False,False,False,跨来源数值信号；政策具体任务支持和专利主体多样性待审阅,0,False,False,Energy (signal processing) / Statistics / Mathematics
N0039,38,Electricity / Electricity market / Environmental economics,Electricity | Electricity market | Environmental economics | Mains electricity | Economics | Electricity generation | Electricity retailing | Microeconomics | Industrial organization | Electricity demand | Tariff | Electricity system | Engineering | Electricity price | Bidding,49,2,261,0.2413304270223738,0.3365359613084403,2,20,2,36,0.3349556333821119,0.4615069177007559,2,20,1.0,0.1379310344827586,78.54999999999998,False,False,False,跨来源数值信号；政策具体任务支持和专利主体多样性待审阅,0,False,False,Electricity / Electricity market / Environmental economics
N0040,39,Electricity generation / Cost of electricity by source / Power (physics),Electricity generation | Cost of electricity by source | Power (physics) | Electricity | Environmental economics | Process engineering | Natural resource economics | Stand-alone power system | Economics | Solar power | Nameplate capacity | Capital cost | Combined cycle | Thermoelectric generator | Grid parity,13,2,8,0.8848782324153707,0.1452418359331163,0,9,2,0,1.2281706557344103,0.1991766697445367,0,9,1.0,0.0,74.39000000000001,False,False,False,跨来源数值信号；政策具体任务支持和专利主体多样性待审阅,0,False,False,Electricity generation / Cost of electricity by source / Power (physics)
N0041,40,Heterojunction / Optoelectronics / Chemical engineering,Heterojunction | Optoelectronics | Chemical engineering | Polymer solar cell | Planar | Homojunction | Band offset | Photoelectric effect | Photocurrent | Hybrid solar cell | Quantum tunnelling | Work function | Valence band | Charge carrier | Doping,81,0,0,0.0293149843867668,0.0587147847389193,0,23,0,0,0.0406878622145142,0.0805182281945999,0,23,,,61.9,False,False,False,跨来源数值信号；政策具体任务支持和专利主体多样性待审阅,0,False,False,Heterojunction / Optoelectronics / Chemical engineering
N0042,41,X-ray photoelectron spectroscopy / Catalysis / Diffuse reflectance infrared fourier transform,X-ray photoelectron spectroscopy | Catalysis | Diffuse reflectance infrared fourier transform | Inorganic chemistry | Nuclear chemistry | Valence (chemistry) | Ultraviolet photoelectron spectroscopy | Chemical state | Photoemission spectroscopy | Nuclear magnetic resonance | Electron paramagnetic resonance | Oxide | Auger electron spectroscopy | Fourier transform infrared spectroscopy | Physisorption,7,0,0,0.3185561636695335,0.5519189765458422,0,2,0,0,0.4421414360643878,0.7568713450292398,0,2,,,60.66,False,False,False,跨来源数值信号；政策具体任务支持和专利主体多样性待审阅,0,False,False,X-ray photoelectron spectroscopy / Catalysis / Diffuse reflectance infrared fourier transform
N0043,42,Greenhouse gas / Natural resource economics / Emissions trading,Greenhouse gas | Natural resource economics | Emissions trading | Global warming | Carbon tax | Climate change mitigation | Carbon footprint | Climate change | Economics | Environmental protection | Carbon capture and storage (timeline) | Kyoto Protocol | Carbon sequestration | Carbon price | Carbon offset,51,0,42,0.0463916743208058,0.0707588431469028,0,19,0,16,0.0643895295239399,0.0970347878242615,0,19,,0.3809523809523809,63.52,False,False,False,跨来源数值信号；政策具体任务支持和专利主体多样性待审阅,0,False,False,Greenhouse gas / Natural resource economics / Emissions trading
N0044,43,Grid / Power grid / Smart grid,Grid | Power grid | Smart grid | Grid-connected photovoltaic power system | Environmental economics | Grid connection | Electricity | Geodesy | Vehicle-to-grid | Low voltage ride through | Distributed generation | Synchronization (alternating current) | Distribution grid | Frequency grid | Phase-locked loop,37,12,6,1.5927808183476675,1.3403746573256166,8,17,10,0,1.8569940314704283,1.6218671679197991,7,17,0.8333333333333334,0.0,87.44,False,False,False,跨来源数值信号；政策具体任务支持和专利主体多样性待审阅,0,False,False,Grid / Power grid / Smart grid
N0045,44,Thin film / Nanocomposite / Thin film solar cell,Thin film | Nanocomposite | Thin film solar cell | Chemical bath deposition | Spin coating | Composite material | Pulsed laser deposition | Ellipsometry | Refractive index | Transmittance | Spray pyrolysis | Sol-gel | Analytical Chemistry (journal) | Vacuum evaporation | Carbon film,9,2,0,1.25745854080079,0.919864960909737,1,4,2,0,1.7452951423594254,1.2614522417153995,1,4,1.0,,73.65,False,False,False,跨来源数值信号；政策具体任务支持和专利主体多样性待审阅,0,False,False,Thin film / Nanocomposite / Thin film solar cell
N0046,45,Carbon fibers / Carbon black / Carbon nanofiber,Carbon fibers | Carbon black | Carbon nanofiber | Amorphous carbon | Nanoparticle | Composite number | Chemistry | Carbon capture and storage (timeline) | Heterojunction | Methane | Inorganic chemistry | Carbon nitride | Nitrogen | Low-carbon economy | Potassium,36,1,1,0.1963702378784795,0.3311513859275053,1,12,1,1,0.272552940039691,0.4541228070175438,1,12,1.0,1.0,72.21,False,False,False,跨来源数值信号；政策具体任务支持和专利主体多样性待审阅,0,False,False,Carbon fibers / Carbon black / Carbon nanofiber
N0047,46,Transformer / Distribution transformer / Voltage,Transformer | Distribution transformer | Voltage | Reliability engineering | Current transformer | Transformer oil | Inrush current | Engineering | Energy efficient transformer | Delta-wye transformer | Partial discharge | Differential protection | Dissolved gas analysis | Autotransformer | Tap changer,47,24,0,2.4646187399695485,1.820158326906501,15,23,17,0,2.443413199303196,1.6908827920865994,10,23,0.7083333333333334,,91.26,False,False,False,跨来源数值信号；政策具体任务支持和专利主体多样性待审阅,0,False,False,Transformer / Distribution transformer / Voltage
N0048,47,Dye-sensitized solar cell / Energy conversion efficiency / Auxiliary electrode,Dye-sensitized solar cell | Energy conversion efficiency | Auxiliary electrode | Electrode | Triiodide | Quasi-solid | Tin oxide | Solar cell | Chemistry | Iodide | Photochemistry | Chemical engineering | Light scattering | Organic dye | Physical chemistry,8,0,0,0.281078967943706,0.3942278403898873,0,3,0,0,0.390124796527401,0.5406223893065998,0,3,,,60.7,False,False,False,跨来源数值信号；政策具体任务支持和专利主体多样性待审阅,0,False,False,Dye-sensitized solar cell / Energy conversion efficiency / Auxiliary electrode
N0049,48,Political science / Law / Sociology,Political science | Law | Sociology | Public administration | Public relations | Climate change | Development economics | History | Economics | Political economy | Negotiation | Politics | Environmental ethics | Law and economics | Corporate governance,8,0,1,0.281078967943706,0.919864960909737,0,1,0,0,0.390124796527401,1.2614522417153995,0,1,,0.0,60.7,False,False,False,跨来源数值信号；政策具体任务支持和专利主体多样性待审阅,0,False,False,Political science / Law / Sociology
N0050,49,Nanocomposite / Nanotechnology / Polymer nanocomposite,Nanocomposite | Nanotechnology | Polymer nanocomposite | Halloysite | Epoxy | Visible spectrum | X-ray photoelectron spectroscopy | Oxide | Montmorillonite | Scanning electron microscope | Low-density polyethylene | Dye-sensitized solar cell | Matrix (chemical analysis) | Antimicrobial | Carbon nanotube,31,0,0,0.0758467056356032,0.1103837953091684,0,12,0,0,0.1052717704915209,0.1513742690058479,0,12,,,60.720000000000006,False,False,False,跨来源数值信号；政策具体任务支持和专利主体多样性待审阅,0,False,False,Nanocomposite / Nanotechnology / Polymer nanocomposite
