family,scenario,kind,parameters,numeric_candidates,reviewed_selected,baseline_count,retained,retention,jaccard,gained,lost,selected_ids,interpretation
emerging,"multiyear=1.25,peak=0.9",joint_grid,"{""multiyear"": 1.25, ""peak"": 0.9}",44,22,22,22,1.0,1.0,,,C0091;C0098;C0186;C0191;C0210;C0216;C0246;C0251;C0294;C0348;C0381;C0435;C0443;C0473;C0533;C0534;C0542;C0566;C0600;C0665;C0713;C0725,固定已审阅范围的条件压力测试；新增未审语义候选不自动入榜
emerging,"multiyear=1.25,peak=1.0",joint_grid,"{""multiyear"": 1.25, ""peak"": 1.0}",44,22,22,22,1.0,1.0,,,C0091;C0098;C0186;C0191;C0210;C0216;C0246;C0251;C0294;C0348;C0381;C0435;C0443;C0473;C0533;C0534;C0542;C0566;C0600;C0665;C0713;C0725,固定已审阅范围的条件压力测试；新增未审语义候选不自动入榜
emerging,"multiyear=1.25,peak=1.05",joint_grid,"{""multiyear"": 1.25, ""peak"": 1.05}",44,22,22,22,1.0,1.0,,,C0091;C0098;C0186;C0191;C0210;C0216;C0246;C0251;C0294;C0348;C0381;C0435;C0443;C0473;C0533;C0534;C0542;C0566;C0600;C0665;C0713;C0725,固定已审阅范围的条件压力测试；新增未审语义候选不自动入榜
emerging,"multiyear=1.25,peak=1.15",joint_grid,"{""multiyear"": 1.25, ""peak"": 1.15}",43,21,22,21,0.9545454545454546,0.9545454545454546,,C0725,C0091;C0098;C0186;C0191;C0210;C0216;C0246;C0251;C0294;C0348;C0381;C0435;C0443;C0473;C0533;C0534;C0542;C0566;C0600;C0665;C0713,固定已审阅范围的条件压力测试；新增未审语义候选不自动入榜
emerging,"multiyear=1.5,peak=0.9",joint_grid,"{""multiyear"": 1.5, ""peak"": 0.9}",19,9,22,9,0.4090909090909091,0.4090909090909091,,C0091;C0098;C0186;C0191;C0216;C0251;C0294;C0348;C0443;C0473;C0566;C0665;C0725,C0210;C0246;C0381;C0435;C0533;C0534;C0542;C0600;C0713,固定已审阅范围的条件压力测试；新增未审语义候选不自动入榜
emerging,"multiyear=1.5,peak=1.0",joint_grid,"{""multiyear"": 1.5, ""peak"": 1.0}",19,9,22,9,0.4090909090909091,0.4090909090909091,,C0091;C0098;C0186;C0191;C0216;C0251;C0294;C0348;C0443;C0473;C0566;C0665;C0725,C0210;C0246;C0381;C0435;C0533;C0534;C0542;C0600;C0713,固定已审阅范围的条件压力测试；新增未审语义候选不自动入榜
emerging,"multiyear=1.5,peak=1.05",joint_grid,"{""multiyear"": 1.5, ""peak"": 1.05}",19,9,22,9,0.4090909090909091,0.4090909090909091,,C0091;C0098;C0186;C0191;C0216;C0251;C0294;C0348;C0443;C0473;C0566;C0665;C0725,C0210;C0246;C0381;C0435;C0533;C0534;C0542;C0600;C0713,固定已审阅范围的条件压力测试；新增未审语义候选不自动入榜
emerging,"multiyear=1.5,peak=1.15",joint_grid,"{""multiyear"": 1.5, ""peak"": 1.15}",19,9,22,9,0.4090909090909091,0.4090909090909091,,C0091;C0098;C0186;C0191;C0216;C0251;C0294;C0348;C0443;C0473;C0566;C0665;C0725,C0210;C0246;C0381;C0435;C0533;C0534;C0542;C0600;C0713,固定已审阅范围的条件压力测试；新增未审语义候选不自动入榜
emerging,"multiyear=2.0,peak=0.9",joint_grid,"{""multiyear"": 2.0, ""peak"": 0.9}",2,0,22,0,0.0,0.0,,C0091;C0098;C0186;C0191;C0210;C0216;C0246;C0251;C0294;C0348;C0381;C0435;C0443;C0473;C0533;C0534;C0542;C0566;C0600;C0665;C0713;C0725,,固定已审阅范围的条件压力测试；新增未审语义候选不自动入榜
emerging,"multiyear=2.0,peak=1.0",joint_grid,"{""multiyear"": 2.0, ""peak"": 1.0}",2,0,22,0,0.0,0.0,,C0091;C0098;C0186;C0191;C0210;C0216;C0246;C0251;C0294;C0348;C0381;C0435;C0443;C0473;C0533;C0534;C0542;C0566;C0600;C0665;C0713;C0725,,固定已审阅范围的条件压力测试；新增未审语义候选不自动入榜
emerging,"multiyear=2.0,peak=1.05",joint_grid,"{""multiyear"": 2.0, ""peak"": 1.05}",2,0,22,0,0.0,0.0,,C0091;C0098;C0186;C0191;C0210;C0216;C0246;C0251;C0294;C0348;C0381;C0435;C0443;C0473;C0533;C0534;C0542;C0566;C0600;C0665;C0713;C0725,,固定已审阅范围的条件压力测试；新增未审语义候选不自动入榜
emerging,"multiyear=2.0,peak=1.15",joint_grid,"{""multiyear"": 2.0, ""peak"": 1.15}",2,0,22,0,0.0,0.0,,C0091;C0098;C0186;C0191;C0210;C0216;C0246;C0251;C0294;C0348;C0381;C0435;C0443;C0473;C0533;C0534;C0542;C0566;C0600;C0665;C0713;C0725,,固定已审阅范围的条件压力测试；新增未审语义候选不自动入榜
core,quality,data_sensitivity,{},134,8,12,8,0.6666666666666666,0.6666666666666666,,C0060;C0067;C0245;C0278,C0122;C0155;C0169;C0191;C0251;C0254;C0473;C0556,本情景重新计算计数/机构/引用/分母；新兴额外保留主口径数据方向条件，不是重做所有交叉过滤组合
emerging,quality,data_sensitivity,{},38,17,22,17,0.7727272727272727,0.7727272727272727,,C0091;C0534;C0566;C0713;C0725,C0098;C0186;C0191;C0210;C0216;C0246;C0251;C0294;C0348;C0381;C0435;C0443;C0473;C0533;C0542;C0600;C0665,本情景重新计算计数/机构/引用/分母；新兴额外保留主口径数据方向条件，不是重做所有交叉过滤组合
core,geometry,data_sensitivity,{},186,11,12,11,0.9166666666666666,0.9166666666666666,,C0060,C0067;C0122;C0155;C0169;C0191;C0245;C0251;C0254;C0278;C0473;C0556,本情景重新计算计数/机构/引用/分母；新兴额外保留主口径数据方向条件，不是重做所有交叉过滤组合
emerging,geometry,data_sensitivity,{},41,20,22,20,0.9090909090909092,0.9090909090909092,,C0534;C0566,C0091;C0098;C0186;C0191;C0210;C0216;C0246;C0251;C0294;C0348;C0381;C0435;C0443;C0473;C0533;C0542;C0600;C0665;C0713;C0725,本情景重新计算计数/机构/引用/分母；新兴额外保留主口径数据方向条件，不是重做所有交叉过滤组合
core,dedup,data_sensitivity,{},206,12,12,12,1.0,1.0,,,C0060;C0067;C0122;C0155;C0169;C0191;C0245;C0251;C0254;C0278;C0473;C0556,本情景重新计算计数/机构/引用/分母；新兴额外保留主口径数据方向条件，不是重做所有交叉过滤组合
emerging,dedup,data_sensitivity,{},42,20,22,20,0.9090909090909092,0.9090909090909092,,C0294;C0725,C0091;C0098;C0186;C0191;C0210;C0216;C0246;C0251;C0348;C0381;C0435;C0443;C0473;C0533;C0534;C0542;C0566;C0600;C0665;C0713,本情景重新计算计数/机构/引用/分母；新兴额外保留主口径数据方向条件，不是重做所有交叉过滤组合
core,exclude_needs_review,data_sensitivity,{},104,9,12,9,0.75,0.75,,C0067;C0169;C0245,C0060;C0122;C0155;C0191;C0251;C0254;C0278;C0473;C0556,本情景重新计算计数/机构/引用/分母；新兴额外保留主口径数据方向条件，不是重做所有交叉过滤组合
emerging,exclude_needs_review,data_sensitivity,{},24,16,22,16,0.7272727272727273,0.7272727272727273,,C0098;C0216;C0294;C0348;C0435;C0443,C0091;C0186;C0191;C0210;C0246;C0251;C0381;C0473;C0533;C0534;C0542;C0566;C0600;C0665;C0713;C0725,本情景重新计算计数/机构/引用/分母；新兴额外保留主口径数据方向条件，不是重做所有交叉过滤组合
core,supported_only,data_sensitivity,{},44,4,12,4,0.3333333333333333,0.3333333333333333,,C0067;C0122;C0155;C0169;C0245;C0251;C0278;C0473,C0060;C0191;C0254;C0556,本情景重新计算计数/机构/引用/分母；新兴额外保留主口径数据方向条件，不是重做所有交叉过滤组合
emerging,supported_only,data_sensitivity,{},14,11,22,11,0.5,0.5,,C0091;C0098;C0186;C0210;C0216;C0251;C0294;C0348;C0435;C0443;C0473,C0191;C0246;C0381;C0533;C0534;C0542;C0566;C0600;C0665;C0713;C0725,本情景重新计算计数/机构/引用/分母；新兴额外保留主口径数据方向条件，不是重做所有交叉过滤组合
core,cutoff_2025Q2,cutoff_sensitivity,{},204,12,12,12,1.0,1.0,,,C0060;C0067;C0122;C0155;C0169;C0191;C0245;C0251;C0254;C0278;C0473;C0556,固定750标签及本次语义审阅的回顾性窗口诊断；仅该截止点数值门槛，不引入2026年8月确认；不是历史预测回测
emerging,cutoff_2025Q2,cutoff_sensitivity,{},31,5,22,5,0.2272727272727272,0.2272727272727272,,C0091;C0098;C0186;C0191;C0210;C0216;C0294;C0348;C0435;C0443;C0533;C0542;C0566;C0600;C0665;C0713;C0725,C0246;C0251;C0381;C0473;C0534,固定750标签及本次语义审阅的回顾性窗口诊断；仅该截止点数值门槛，不引入2026年8月确认；不是历史预测回测
core,cutoff_2025Q4,cutoff_sensitivity,{},208,12,12,12,1.0,1.0,,,C0060;C0067;C0122;C0155;C0169;C0191;C0245;C0251;C0254;C0278;C0473;C0556,固定750标签及本次语义审阅的回顾性窗口诊断；仅该截止点数值门槛，不引入2026年8月确认；不是历史预测回测
emerging,cutoff_2025Q4,cutoff_sensitivity,{},34,9,22,9,0.4090909090909091,0.4090909090909091,,C0091;C0098;C0186;C0216;C0294;C0435;C0443;C0533;C0566;C0600;C0665;C0713;C0725,C0191;C0210;C0246;C0251;C0348;C0381;C0473;C0534;C0542,固定750标签及本次语义审阅的回顾性窗口诊断；仅该截止点数值门槛，不引入2026年8月确认；不是历史预测回测
core,cutoff_2026Q1,cutoff_sensitivity,{},211,12,12,12,1.0,1.0,,,C0060;C0067;C0122;C0155;C0169;C0191;C0245;C0251;C0254;C0278;C0473;C0556,固定750标签及本次语义审阅的回顾性窗口诊断；仅该截止点数值门槛，不引入2026年8月确认；不是历史预测回测
emerging,cutoff_2026Q1,cutoff_sensitivity,{},42,16,22,16,0.7272727272727273,0.7272727272727273,,C0186;C0216;C0251;C0566;C0665;C0725,C0091;C0098;C0191;C0210;C0246;C0294;C0348;C0381;C0435;C0443;C0473;C0533;C0534;C0542;C0600;C0713,固定750标签及本次语义审阅的回顾性窗口诊断；仅该截止点数值门槛，不引入2026年8月确认；不是历史预测回测
core,core_window_1y,window_length,{},209,12,12,12,1.0,1.0,,,C0060;C0067;C0122;C0155;C0169;C0191;C0245;C0251;C0254;C0278;C0473;C0556,规模按每年250、活跃季度比例75%缩放；每年仍需150且最近一年250，窗口变动不混入固定总量门槛偏差
core,core_window_5y,window_length,{},187,12,12,12,1.0,1.0,,,C0060;C0067;C0122;C0155;C0169;C0191;C0245;C0251;C0254;C0278;C0473;C0556,规模按每年250、活跃季度比例75%缩放；每年仍需150且最近一年250，窗口变动不混入固定总量门槛偏差
emerging,baseline_window_2y,window_length,{},45,22,22,22,1.0,1.0,,,C0091;C0098;C0186;C0191;C0210;C0216;C0246;C0251;C0294;C0348;C0381;C0435;C0443;C0473;C0533;C0534;C0542;C0566;C0600;C0665;C0713;C0725,基线是相邻且不重叠的完整年度均值；基线计数门槛按每年50缩放；主数据确认固定
emerging,baseline_window_4y,window_length,{},43,22,22,22,1.0,1.0,,,C0091;C0098;C0186;C0191;C0210;C0216;C0246;C0251;C0294;C0348;C0381;C0435;C0443;C0473;C0533;C0534;C0542;C0566;C0600;C0665;C0713;C0725,基线是相邻且不重叠的完整年度均值；基线计数门槛按每年50缩放；主数据确认固定
emerging,omit_baseline_year_1,leave_year_out,{},41,20,22,20,0.9090909090909092,0.9090909090909092,,C0566;C0725,C0091;C0098;C0186;C0191;C0210;C0216;C0246;C0251;C0294;C0348;C0381;C0435;C0443;C0473;C0533;C0534;C0542;C0600;C0665;C0713,删除一个完整基线年，重算平均份额/主体广度/计数检验；最近同比、五年峰值和数据确认固定，定位基线杠杆
emerging,omit_baseline_year_2,leave_year_out,{},42,21,22,21,0.9545454545454546,0.9545454545454546,,C0725,C0091;C0098;C0186;C0191;C0210;C0216;C0246;C0251;C0294;C0348;C0381;C0435;C0443;C0473;C0533;C0534;C0542;C0566;C0600;C0665;C0713,删除一个完整基线年，重算平均份额/主体广度/计数检验；最近同比、五年峰值和数据确认固定，定位基线杠杆
emerging,omit_baseline_year_3,leave_year_out,{},45,22,22,22,1.0,1.0,,,C0091;C0098;C0186;C0191;C0210;C0216;C0246;C0251;C0294;C0348;C0381;C0435;C0443;C0473;C0533;C0534;C0542;C0566;C0600;C0665;C0713;C0725,删除一个完整基线年，重算平均份额/主体广度/计数检验；最近同比、五年峰值和数据确认固定，定位基线杠杆
potential,baseline,baseline,{},3,3,3,3,1.0,1.0,,,U0246;U0356_LLM;U0650,统一任务集合、同源主体、任务政策重算；4个单元内条件压力测试，不是准确率或未来预测
potential,remove_gate_patents,gate_ablation,{},3,3,3,3,1.0,1.0,,,U0246;U0356_LLM;U0650,统一任务集合、同源主体、任务政策重算；4个单元内条件压力测试，不是准确率或未来预测
potential,remove_gate_applicants,gate_ablation,{},3,3,3,3,1.0,1.0,,,U0246;U0356_LLM;U0650,统一任务集合、同源主体、任务政策重算；4个单元内条件压力测试，不是准确率或未来预测
potential,remove_gate_policies,gate_ablation,{},4,4,3,3,1.0,0.75,U0356_KG,,U0246;U0356_KG;U0356_LLM;U0650,统一任务集合、同源主体、任务政策重算；4个单元内条件压力测试，不是准确率或未来预测
potential,remove_gate_relative,gate_ablation,{},3,3,3,3,1.0,1.0,,,U0246;U0356_LLM;U0650,统一任务集合、同源主体、任务政策重算；4个单元内条件压力测试，不是准确率或未来预测
potential,remove_gate_matched_may,gate_ablation,{},3,3,3,3,1.0,1.0,,,U0246;U0356_LLM;U0650,统一任务集合、同源主体、任务政策重算；4个单元内条件压力测试，不是准确率或未来预测
potential,patents=25,one_at_a_time,"{""patents"": 25}",3,3,3,3,1.0,1.0,,,U0246;U0356_LLM;U0650,统一任务集合、同源主体、任务政策重算；4个单元内条件压力测试，不是准确率或未来预测
potential,patents=50,one_at_a_time,"{""patents"": 50}",3,3,3,3,1.0,1.0,,,U0246;U0356_LLM;U0650,统一任务集合、同源主体、任务政策重算；4个单元内条件压力测试，不是准确率或未来预测
potential,patents=100,one_at_a_time,"{""patents"": 100}",3,3,3,3,1.0,1.0,,,U0246;U0356_LLM;U0650,统一任务集合、同源主体、任务政策重算；4个单元内条件压力测试，不是准确率或未来预测
potential,patents=200,one_at_a_time,"{""patents"": 200}",3,3,3,3,1.0,1.0,,,U0246;U0356_LLM;U0650,统一任务集合、同源主体、任务政策重算；4个单元内条件压力测试，不是准确率或未来预测
potential,patents=500,one_at_a_time,"{""patents"": 500}",2,2,3,2,0.6666666666666666,0.6666666666666666,,U0650,U0246;U0356_LLM,统一任务集合、同源主体、任务政策重算；4个单元内条件压力测试，不是准确率或未来预测
potential,applicants=10,one_at_a_time,"{""applicants"": 10}",3,3,3,3,1.0,1.0,,,U0246;U0356_LLM;U0650,统一任务集合、同源主体、任务政策重算；4个单元内条件压力测试，不是准确率或未来预测
potential,applicants=20,one_at_a_time,"{""applicants"": 20}",3,3,3,3,1.0,1.0,,,U0246;U0356_LLM;U0650,统一任务集合、同源主体、任务政策重算；4个单元内条件压力测试，不是准确率或未来预测
potential,applicants=40,one_at_a_time,"{""applicants"": 40}",3,3,3,3,1.0,1.0,,,U0246;U0356_LLM;U0650,统一任务集合、同源主体、任务政策重算；4个单元内条件压力测试，不是准确率或未来预测
potential,applicants=100,one_at_a_time,"{""applicants"": 100}",3,3,3,3,1.0,1.0,,,U0246;U0356_LLM;U0650,统一任务集合、同源主体、任务政策重算；4个单元内条件压力测试，不是准确率或未来预测
potential,policies=1,one_at_a_time,"{""policies"": 1}",4,4,3,3,1.0,0.75,U0356_KG,,U0246;U0356_KG;U0356_LLM;U0650,统一任务集合、同源主体、任务政策重算；4个单元内条件压力测试，不是准确率或未来预测
potential,policies=2,one_at_a_time,"{""policies"": 2}",3,3,3,3,1.0,1.0,,,U0246;U0356_LLM;U0650,统一任务集合、同源主体、任务政策重算；4个单元内条件压力测试，不是准确率或未来预测
potential,policies=3,one_at_a_time,"{""policies"": 3}",2,2,3,2,0.6666666666666666,0.6666666666666666,,U0356_LLM,U0246;U0650,统一任务集合、同源主体、任务政策重算；4个单元内条件压力测试，不是准确率或未来预测
potential,policies=4,one_at_a_time,"{""policies"": 4}",2,2,3,2,0.6666666666666666,0.6666666666666666,,U0356_LLM,U0246;U0650,统一任务集合、同源主体、任务政策重算；4个单元内条件压力测试，不是准确率或未来预测
potential,relative=1.0,one_at_a_time,"{""relative"": 1.0}",3,3,3,3,1.0,1.0,,,U0246;U0356_LLM;U0650,统一任务集合、同源主体、任务政策重算；4个单元内条件压力测试，不是准确率或未来预测
potential,relative=1.25,one_at_a_time,"{""relative"": 1.25}",3,3,3,3,1.0,1.0,,,U0246;U0356_LLM;U0650,统一任务集合、同源主体、任务政策重算；4个单元内条件压力测试，不是准确率或未来预测
potential,relative=1.5,one_at_a_time,"{""relative"": 1.5}",3,3,3,3,1.0,1.0,,,U0246;U0356_LLM;U0650,统一任务集合、同源主体、任务政策重算；4个单元内条件压力测试，不是准确率或未来预测
potential,relative=2.0,one_at_a_time,"{""relative"": 2.0}",1,1,3,1,0.3333333333333333,0.3333333333333333,,U0246;U0650,U0356_LLM,统一任务集合、同源主体、任务政策重算；4个单元内条件压力测试，不是准确率或未来预测
potential,relative=3.0,one_at_a_time,"{""relative"": 3.0}",1,1,3,1,0.3333333333333333,0.3333333333333333,,U0246;U0650,U0356_LLM,统一任务集合、同源主体、任务政策重算；4个单元内条件压力测试，不是准确率或未来预测
potential,relative=5.0,one_at_a_time,"{""relative"": 5.0}",0,0,3,0,0.0,0.0,,U0246;U0356_LLM;U0650,,统一任务集合、同源主体、任务政策重算；4个单元内条件压力测试，不是准确率或未来预测
potential,"policies=1,relative=1.0",joint_grid,"{""policies"": 1, ""relative"": 1.0}",4,4,3,3,1.0,0.75,U0356_KG,,U0246;U0356_KG;U0356_LLM;U0650,统一任务集合、同源主体、任务政策重算；4个单元内条件压力测试，不是准确率或未来预测
potential,"policies=1,relative=1.25",joint_grid,"{""policies"": 1, ""relative"": 1.25}",4,4,3,3,1.0,0.75,U0356_KG,,U0246;U0356_KG;U0356_LLM;U0650,统一任务集合、同源主体、任务政策重算；4个单元内条件压力测试，不是准确率或未来预测
potential,"policies=1,relative=1.5",joint_grid,"{""policies"": 1, ""relative"": 1.5}",4,4,3,3,1.0,0.75,U0356_KG,,U0246;U0356_KG;U0356_LLM;U0650,统一任务集合、同源主体、任务政策重算；4个单元内条件压力测试，不是准确率或未来预测
potential,"policies=1,relative=2.0",joint_grid,"{""policies"": 1, ""relative"": 2.0}",2,2,3,1,0.3333333333333333,0.25,U0356_KG,U0246;U0650,U0356_KG;U0356_LLM,统一任务集合、同源主体、任务政策重算；4个单元内条件压力测试，不是准确率或未来预测
potential,"policies=1,relative=3.0",joint_grid,"{""policies"": 1, ""relative"": 3.0}",2,2,3,1,0.3333333333333333,0.25,U0356_KG,U0246;U0650,U0356_KG;U0356_LLM,统一任务集合、同源主体、任务政策重算；4个单元内条件压力测试，不是准确率或未来预测
potential,"policies=1,relative=5.0",joint_grid,"{""policies"": 1, ""relative"": 5.0}",1,1,3,0,0.0,0.0,U0356_KG,U0246;U0356_LLM;U0650,U0356_KG,统一任务集合、同源主体、任务政策重算；4个单元内条件压力测试，不是准确率或未来预测
potential,"policies=2,relative=1.0",joint_grid,"{""policies"": 2, ""relative"": 1.0}",3,3,3,3,1.0,1.0,,,U0246;U0356_LLM;U0650,统一任务集合、同源主体、任务政策重算；4个单元内条件压力测试，不是准确率或未来预测
potential,"policies=2,relative=1.25",joint_grid,"{""policies"": 2, ""relative"": 1.25}",3,3,3,3,1.0,1.0,,,U0246;U0356_LLM;U0650,统一任务集合、同源主体、任务政策重算；4个单元内条件压力测试，不是准确率或未来预测
potential,"policies=2,relative=1.5",joint_grid,"{""policies"": 2, ""relative"": 1.5}",3,3,3,3,1.0,1.0,,,U0246;U0356_LLM;U0650,统一任务集合、同源主体、任务政策重算；4个单元内条件压力测试，不是准确率或未来预测
potential,"policies=2,relative=2.0",joint_grid,"{""policies"": 2, ""relative"": 2.0}",1,1,3,1,0.3333333333333333,0.3333333333333333,,U0246;U0650,U0356_LLM,统一任务集合、同源主体、任务政策重算；4个单元内条件压力测试，不是准确率或未来预测
potential,"policies=2,relative=3.0",joint_grid,"{""policies"": 2, ""relative"": 3.0}",1,1,3,1,0.3333333333333333,0.3333333333333333,,U0246;U0650,U0356_LLM,统一任务集合、同源主体、任务政策重算；4个单元内条件压力测试，不是准确率或未来预测
potential,"policies=2,relative=5.0",joint_grid,"{""policies"": 2, ""relative"": 5.0}",0,0,3,0,0.0,0.0,,U0246;U0356_LLM;U0650,,统一任务集合、同源主体、任务政策重算；4个单元内条件压力测试，不是准确率或未来预测
potential,"policies=3,relative=1.0",joint_grid,"{""policies"": 3, ""relative"": 1.0}",2,2,3,2,0.6666666666666666,0.6666666666666666,,U0356_LLM,U0246;U0650,统一任务集合、同源主体、任务政策重算；4个单元内条件压力测试，不是准确率或未来预测
potential,"policies=3,relative=1.25",joint_grid,"{""policies"": 3, ""relative"": 1.25}",2,2,3,2,0.6666666666666666,0.6666666666666666,,U0356_LLM,U0246;U0650,统一任务集合、同源主体、任务政策重算；4个单元内条件压力测试，不是准确率或未来预测
potential,"policies=3,relative=1.5",joint_grid,"{""policies"": 3, ""relative"": 1.5}",2,2,3,2,0.6666666666666666,0.6666666666666666,,U0356_LLM,U0246;U0650,统一任务集合、同源主体、任务政策重算；4个单元内条件压力测试，不是准确率或未来预测
potential,"policies=3,relative=2.0",joint_grid,"{""policies"": 3, ""relative"": 2.0}",0,0,3,0,0.0,0.0,,U0246;U0356_LLM;U0650,,统一任务集合、同源主体、任务政策重算；4个单元内条件压力测试，不是准确率或未来预测
potential,"policies=3,relative=3.0",joint_grid,"{""policies"": 3, ""relative"": 3.0}",0,0,3,0,0.0,0.0,,U0246;U0356_LLM;U0650,,统一任务集合、同源主体、任务政策重算；4个单元内条件压力测试，不是准确率或未来预测
potential,"policies=3,relative=5.0",joint_grid,"{""policies"": 3, ""relative"": 5.0}",0,0,3,0,0.0,0.0,,U0246;U0356_LLM;U0650,,统一任务集合、同源主体、任务政策重算；4个单元内条件压力测试，不是准确率或未来预测
potential,"policies=4,relative=1.0",joint_grid,"{""policies"": 4, ""relative"": 1.0}",2,2,3,2,0.6666666666666666,0.6666666666666666,,U0356_LLM,U0246;U0650,统一任务集合、同源主体、任务政策重算；4个单元内条件压力测试，不是准确率或未来预测
potential,"policies=4,relative=1.25",joint_grid,"{""policies"": 4, ""relative"": 1.25}",2,2,3,2,0.6666666666666666,0.6666666666666666,,U0356_LLM,U0246;U0650,统一任务集合、同源主体、任务政策重算；4个单元内条件压力测试，不是准确率或未来预测
potential,"policies=4,relative=1.5",joint_grid,"{""policies"": 4, ""relative"": 1.5}",2,2,3,2,0.6666666666666666,0.6666666666666666,,U0356_LLM,U0246;U0650,统一任务集合、同源主体、任务政策重算；4个单元内条件压力测试，不是准确率或未来预测
potential,"policies=4,relative=2.0",joint_grid,"{""policies"": 4, ""relative"": 2.0}",0,0,3,0,0.0,0.0,,U0246;U0356_LLM;U0650,,统一任务集合、同源主体、任务政策重算；4个单元内条件压力测试，不是准确率或未来预测
potential,"policies=4,relative=3.0",joint_grid,"{""policies"": 4, ""relative"": 3.0}",0,0,3,0,0.0,0.0,,U0246;U0356_LLM;U0650,,统一任务集合、同源主体、任务政策重算；4个单元内条件压力测试，不是准确率或未来预测
potential,"policies=4,relative=5.0",joint_grid,"{""policies"": 4, ""relative"": 5.0}",0,0,3,0,0.0,0.0,,U0246;U0356_LLM;U0650,,统一任务集合、同源主体、任务政策重算；4个单元内条件压力测试，不是准确率或未来预测
potential,unified_strict,potential_data_sensitivity,{},3,3,3,3,1.0,1.0,,,U0246;U0356_LLM;U0650,统一任务集合、同源主体、任务政策重算；4个单元内条件压力测试，不是准确率或未来预测
potential,unified_expanded,potential_data_sensitivity,{},2,2,3,2,0.6666666666666666,0.6666666666666666,,U0650,U0246;U0356_LLM,统一任务集合、同源主体、任务政策重算；4个单元内条件压力测试，不是准确率或未来预测
potential,unified_title_only_evidence,potential_data_sensitivity,{},3,3,3,3,1.0,1.0,,,U0246;U0356_LLM;U0650,统一任务集合、同源主体、任务政策重算；4个单元内条件压力测试，不是准确率或未来预测
potential,unified_body_available,potential_data_sensitivity,{},3,3,3,3,1.0,1.0,,,U0246;U0356_LLM;U0650,统一任务集合、同源主体、任务政策重算；4个单元内条件压力测试，不是准确率或未来预测
potential,unified_original_candidates_only,potential_data_sensitivity,{},3,3,3,3,1.0,1.0,,,U0246;U0356_LLM;U0650,统一任务集合、同源主体、任务政策重算；4个单元内条件压力测试，不是准确率或未来预测
potential,unified_cross_candidates_only,potential_data_sensitivity,{},3,3,3,3,1.0,1.0,,,U0246;U0356_LLM;U0650,统一任务集合、同源主体、任务政策重算；4个单元内条件压力测试，不是准确率或未来预测
potential,unified_title_year_dedup,potential_data_sensitivity,{},3,3,3,3,1.0,1.0,,,U0246;U0356_LLM;U0650,统一任务集合、同源主体、任务政策重算；4个单元内条件压力测试，不是准确率或未来预测
potential,unified_no_manual_overrides,potential_data_sensitivity,{},3,3,3,3,1.0,1.0,,,U0246;U0356_LLM;U0650,统一任务集合、同源主体、任务政策重算；4个单元内条件压力测试，不是准确率或未来预测
potential,collapse_policy_by_publisher,policy_dependence,{},3,3,3,3,1.0,1.0,,,U0246;U0356_LLM;U0650,统一任务集合、同源主体、任务政策重算；4个单元内条件压力测试，不是准确率或未来预测
potential,drop_policy_PG0c5b3c750cbcc373,leave_policy_out,{},3,3,3,3,1.0,1.0,,,U0246;U0356_LLM;U0650,统一任务集合、同源主体、任务政策重算；4个单元内条件压力测试，不是准确率或未来预测
potential,drop_policy_PG5893eb51fbe74f74,leave_policy_out,{},2,2,3,2,0.6666666666666666,0.6666666666666666,,U0356_LLM,U0246;U0650,统一任务集合、同源主体、任务政策重算；4个单元内条件压力测试，不是准确率或未来预测
potential,drop_policy_PG5ac3fa0f783a35bd,leave_policy_out,{},3,3,3,3,1.0,1.0,,,U0246;U0356_LLM;U0650,统一任务集合、同源主体、任务政策重算；4个单元内条件压力测试，不是准确率或未来预测
potential,drop_policy_PG6c583acfca3795b4,leave_policy_out,{},3,3,3,3,1.0,1.0,,,U0246;U0356_LLM;U0650,统一任务集合、同源主体、任务政策重算；4个单元内条件压力测试，不是准确率或未来预测
potential,drop_policy_PG7d274c67283d6ea9,leave_policy_out,{},3,3,3,3,1.0,1.0,,,U0246;U0356_LLM;U0650,统一任务集合、同源主体、任务政策重算；4个单元内条件压力测试，不是准确率或未来预测
potential,drop_policy_PGac6aa0c45898145a,leave_policy_out,{},3,3,3,3,1.0,1.0,,,U0246;U0356_LLM;U0650,统一任务集合、同源主体、任务政策重算；4个单元内条件压力测试，不是准确率或未来预测
potential,drop_policy_PGb9ba6e943b8bc238,leave_policy_out,{},3,3,3,3,1.0,1.0,,,U0246;U0356_LLM;U0650,统一任务集合、同源主体、任务政策重算；4个单元内条件压力测试，不是准确率或未来预测
potential,drop_policy_PGcce94a18e35ebd3a,leave_policy_out,{},3,3,3,3,1.0,1.0,,,U0246;U0356_LLM;U0650,统一任务集合、同源主体、任务政策重算；4个单元内条件压力测试，不是准确率或未来预测
potential,drop_policy_PGcef8793fc07c31ad,leave_policy_out,{},2,2,3,2,0.6666666666666666,0.6666666666666666,,U0356_LLM,U0246;U0650,统一任务集合、同源主体、任务政策重算；4个单元内条件压力测试，不是准确率或未来预测
potential,pending_papers_only,classification_uncertainty,{},2,2,3,2,0.6666666666666666,0.6666666666666666,,U0650,U0246;U0356_LLM,统一任务集合、同源主体、任务政策重算；4个单元内条件压力测试，不是准确率或未来预测
