unit_id,unit_name,parent_category_id,row_id,doc_id,source,category_id,date,title,from_original_category,from_old_cross_query,from_new_object_query,rule_status,final_status,decision_basis
U0246,虚拟电厂资源聚合、调度与市场履约,C0246,4466538,paper:W7133333266,paper,C0258,2026-03-03,An optimization scheduling model of multi-energy virtual power plants considering uncertainty constraints and multi-energy coupling characteristics,False,True,True,strict,strict,题名明确虚拟电厂且有聚合/运行/市场任务
U0246,虚拟电厂资源聚合、调度与市场履约,C0246,4466952,paper:W7133351626,paper,C0246,2026-01-01,Virtual Power Plant Personalized Package Customization Based on Graph Generation and Bayesian Game Pricing,True,True,True,strict,strict,题名明确虚拟电厂且有聚合/运行/市场任务
U0246,虚拟电厂资源聚合、调度与市场履约,C0246,4468728,paper:W7133529045,paper,C0246,2026-03-03,A Techno-Economic Analysis Using DERs on Apartments as Virtual Power Plants Based on Cooperative Game Theory,True,True,True,strict,strict,题名明确虚拟电厂且有聚合/运行/市场任务
U0246,虚拟电厂资源聚合、调度与市场履约,C0246,4468800,paper:W7133533930,paper,C0048,2026-01-01,Online aggregation flexibility characterization and economic scheduling of VPP considering the time-coupled characteristics,False,False,True,strict,strict,题名明确虚拟电厂且有聚合/运行/市场任务
U0246,虚拟电厂资源聚合、调度与市场履约,C0246,4470124,paper:W7133722335,paper,C0451,2026-01-01,Application of Model Order Reduction in Evaluation of Small-Signal Stability of Power Systems With Virtual Power Plants,False,True,True,strict,strict,题名明确虚拟电厂且有聚合/运行/市场任务
U0246,虚拟电厂资源聚合、调度与市场履约,C0246,4470198,paper:W7133742851,paper,C0028,2026-03-05,Battery-electric vehicle-charging station-power grid synergies: A technical roadmap from vehicle to grid,False,True,True,pending,pending,仅正文提及或题名对象/任务不完整；扩展口径纳入，严格口径不纳入
U0246,虚拟电厂资源聚合、调度与市场履约,C0246,4470246,paper:W7133755777,paper,C0130,2026-01-01,SIFChain: A Decentralized Framework for Secure Storage Sharing and Dynamic Access Control in Virtual Power Plants,False,True,True,strict,strict,题名明确虚拟电厂且有聚合/运行/市场任务
U0246,虚拟电厂资源聚合、调度与市场履约,C0246,4470823,paper:W7133895576,paper,C0236,2026-03-05,Scalable robust transactive management of hydrogen-battery virtual power plants under explicit degradation dynamics,False,True,True,strict,strict,题名明确虚拟电厂且有聚合/运行/市场任务
U0246,虚拟电厂资源聚合、调度与市场履约,C0246,4471313,paper:W7134023486,paper,C0246,2026-03-03,A Techno-Economic Analysis Using DERs on Apartments as Virtual Power Plants Based on Cooperative Game Theory,True,True,True,strict,strict,题名明确虚拟电厂且有聚合/运行/市场任务
U0246,虚拟电厂资源聚合、调度与市场履约,C0246,4472235,paper:W7134071591,paper,C0246,2026-03-05,Design of Grid Forming Multi Timescale Coordinated Control Strategies for Dynamic Virtual Power Plants,True,True,True,strict,strict,题名明确虚拟电厂且有聚合/运行/市场任务
U0246,虚拟电厂资源聚合、调度与市场履约,C0246,4472429,paper:W7134094219,paper,C0246,2026-03-05,Design of Grid Forming Multi Timescale Coordinated Control Strategies for Dynamic Virtual Power Plants,True,True,True,strict,strict,题名明确虚拟电厂且有聚合/运行/市场任务
U0246,虚拟电厂资源聚合、调度与市场履约,C0246,4473757,paper:W7134171223,paper,C0246,2026-01-01,Cooperative Game-Based Operation Strategy for Multiple Virtual Power Plants Considering Multiple Electrical Commodities,True,True,True,strict,strict,题名明确虚拟电厂且有聚合/运行/市场任务
U0246,虚拟电厂资源聚合、调度与市场履约,C0246,4473895,paper:W7134174981,paper,C0597,2026-01-01,An Adaptive Forecasting Framework for EV Charging Demand Using Variational Mode Decomposition and Louvain Community Detection,False,True,True,pending,pending,仅正文提及或题名对象/任务不完整；扩展口径纳入，严格口径不纳入
U0246,虚拟电厂资源聚合、调度与市场履约,C0246,4474639,paper:W7134195261,paper,C0452,2026-03-01,Research on bidding optimization strategy for virtual power plants with wind-solar-storage systems based on IGDT-DRO,False,True,True,strict,strict,题名明确虚拟电厂且有聚合/运行/市场任务
U0246,虚拟电厂资源聚合、调度与市场履约,C0246,4474678,paper:W7134196112,paper,C0246,2026-01-01,Decentralised Generation Command Dispatch in Virtual Power Plant Considering Acceleration and Communication Noise,True,True,True,strict,strict,题名明确虚拟电厂且有聚合/运行/市场任务
U0246,虚拟电厂资源聚合、调度与市场履约,C0246,4478147,paper:W7134850522,paper,C0246,2026-03-08,VB-NET: A physics-constrained gray-box deep learning framework for modeling air conditioning systems as virtual batteries,True,False,False,excluded,excluded,未发现该分析单元明确技术对象
U0246,虚拟电厂资源聚合、调度与市场履约,C0246,4478286,paper:W7134861076,paper,C0246,2026-03-08,VB-NET: A physics-constrained gray-box deep learning framework for modeling air conditioning systems as virtual batteries,True,False,False,excluded,excluded,未发现该分析单元明确技术对象
U0246,虚拟电厂资源聚合、调度与市场履约,C0246,4530238,paper:W7146966853,paper,C0246,2026-03-31,An expectile-based framework for risk-calibrated credible capacity evaluation of virtual power plants under wind and PV forecast uncertainties,True,True,True,strict,strict,题名明确虚拟电厂且有聚合/运行/市场任务
U0246,虚拟电厂资源聚合、调度与市场履约,C0246,4530806,paper:W7147107324,paper,C0327,2026-04-01,A Stable Rolling Forecast for Renewable Energy Generation Based on a Neural Ordinary Differential Equation,False,True,True,pending,pending,仅正文提及或题名对象/任务不完整；扩展口径纳入，严格口径不纳入
U0246,虚拟电厂资源聚合、调度与市场履约,C0246,4530823,paper:W7147110519,paper,C0246,2026-04-01,Collaborative Optimization of Electricity-Hydrogen Coupled Multi-Virtual Power Plants Based on Multi-Agent Reinforcement Learning,True,True,True,strict,strict,题名明确虚拟电厂且有聚合/运行/市场任务
U0246,虚拟电厂资源聚合、调度与市场履约,C0246,4531643,paper:W7147312703,paper,C0258,2026-04-02,Hierarchical energy interaction optimization for virtual power plant with dynamic three-level Stackelberg game and distributionally robust chance constraint,False,True,True,strict,strict,题名明确虚拟电厂且有聚合/运行/市场任务
U0246,虚拟电厂资源聚合、调度与市场履约,C0246,4532853,paper:W7147587635,paper,C0246,2026-01-01,Dynamic Construction Strategy for Virtual Power Plants Considering Distributed Energy Resource Interaction Uncertainty and Response Recovery Process,True,True,True,strict,strict,题名明确虚拟电厂且有聚合/运行/市场任务
U0246,虚拟电厂资源聚合、调度与市场履约,C0246,4533258,paper:W7147686980,paper,C0391,2026-04-01,Virtual power plants in coastal environments: a comprehensive review of technical challenges and mitigation approaches,False,True,True,strict,strict,题名明确虚拟电厂且有聚合/运行/市场任务
U0246,虚拟电厂资源聚合、调度与市场履约,C0246,4534473,paper:W7148483306,paper,C0225,2026-02-10,"Synthesis of Highly Conductive Poly(3,4-ethylenedioxythiophene) Nanofilm with Size-Controllable Nanoholes",False,False,True,pending,pending,仅正文提及或题名对象/任务不完整；扩展口径纳入，严格口径不纳入
U0246,虚拟电厂资源聚合、调度与市场履约,C0246,4535286,paper:W7148752653,paper,C0246,2026-04-02,Day-Ahead Offering for Virtual Power Plants: A Stochastic Linear Programming Reformulation and Projected Subgradient Method,True,True,True,strict,strict,题名明确虚拟电厂且有聚合/运行/市场任务
U0246,虚拟电厂资源聚合、调度与市场履约,C0246,4535310,paper:W7148762491,paper,C0225,2026-03-20,Conducting Polymers Derived from VPP for Flexible Optoelectronics,False,False,True,strict,strict,题名明确虚拟电厂且有聚合/运行/市场任务
U0246,虚拟电厂资源聚合、调度与市场履约,C0246,4535634,paper:W7148869614,paper,C0056,2026-04-03,Adaptive weighted multi-objective battery storage optimization in virtual power plant-controlled networks integrating electric vehicles and photovoltaics,False,True,True,strict,strict,题名明确虚拟电厂且有聚合/运行/市场任务
U0246,虚拟电厂资源聚合、调度与市场履约,C0246,4537016,paper:W7149874304,paper,C0246,2026-04-02,Day-Ahead Offering for Virtual Power Plants: A Stochastic Linear Programming Reformulation and Projected Subgradient Method,True,True,True,strict,strict,题名明确虚拟电厂且有聚合/运行/市场任务
U0246,虚拟电厂资源聚合、调度与市场履约,C0246,4537447,paper:W7150143171,paper,C0246,2026-04-03,Collaborative Optimization Strategy of Virtual Power Plants Considering Flexible HVDC Transmission of New Energy Sources to Enhance the Wind-Solar Power Consumption,True,True,True,strict,strict,题名明确虚拟电厂且有聚合/运行/市场任务
U0246,虚拟电厂资源聚合、调度与市场履约,C0246,4538434,paper:W7150948025,paper,C0246,2026-03-31,VSM-based Inverters within Automated Hybrid Energy Systems,True,False,False,excluded,excluded,未发现该分析单元明确技术对象
U0246,虚拟电厂资源聚合、调度与市场履约,C0246,4538708,paper:W7151031062,paper,C0246,2026-04-06,Executive Summary: Virtual Power Plants: A Critical Assessment of Their Role in the Energy Security (TR139),True,True,True,pending,pending,仅正文提及或题名对象/任务不完整；扩展口径纳入，严格口径不纳入
U0246,虚拟电厂资源聚合、调度与市场履约,C0246,4539109,paper:W7151247060,paper,C0246,2026-03-24,Safe Decentralized Operation of EV Virtual Power Plant with Limited Network Visibility via Multi-Agent Reinforcement Learning,True,True,True,strict,strict,题名明确虚拟电厂且有聚合/运行/市场任务
U0246,虚拟电厂资源聚合、调度与市场履约,C0246,4539276,paper:W7151286445,paper,C0246,2026-04-04,Fair Aggregation in Virtual Power Plants,True,True,True,strict,strict,题名明确虚拟电厂且有聚合/运行/市场任务
U0246,虚拟电厂资源聚合、调度与市场履约,C0246,4600230,paper:W7161827816,paper,C0246,2026-05-20,Resource aggregation strategy for virtual power plants based on mental accounting theory and bilateral matching mechanism,True,True,True,strict,strict,题名明确虚拟电厂且有聚合/运行/市场任务
U0246,虚拟电厂资源聚合、调度与市场履约,C0246,4600703,paper:W7161893041,paper,C0121,2026-05-20,From Quasi-Static to Time-Domain Strong Coupling: A Methodological Review on Dynamic Stability and Survivability for Modern Wind-Assisted Ships,False,False,True,pending,pending,仅正文提及或题名对象/任务不完整；扩展口径纳入，严格口径不纳入
U0246,虚拟电厂资源聚合、调度与市场履约,C0246,4600921,paper:W7161940860,paper,C0246,2026-05-21,Bi-level resilient operation of virtual power plant-enabled distribution networks,True,True,True,strict,strict,题名明确虚拟电厂且有聚合/运行/市场任务
U0246,虚拟电厂资源聚合、调度与市场履约,C0246,4602626,paper:W7162081446,paper,C0251,2026-01-01,Q-Learning-Based Coordinated Energy Management and Double Auction Trading for Battery Swapping Charging Stations With PV and VPP: A Multiscenario Techno-Economic Study,False,True,True,strict,strict,题名明确虚拟电厂且有聚合/运行/市场任务
U0246,虚拟电厂资源聚合、调度与市场履约,C0246,4603369,paper:W7162117739,paper,C0246,2026-05-22,Scalable co-optimization of virtual power plants in frequency regulation markets: Integrating stochastic bidding and mean field games,True,True,True,strict,strict,题名明确虚拟电厂且有聚合/运行/市场任务
U0246,虚拟电厂资源聚合、调度与市场履约,C0246,4603580,paper:W7162128694,paper,C0258,2026-01-01,Bi-level optimization strategy for market trading in virtual power plant with shared energy storage and gas-electric coupling,False,True,True,strict,strict,题名明确虚拟电厂且有聚合/运行/市场任务
U0246,虚拟电厂资源聚合、调度与市场履约,C0246,4604165,paper:W7162190616,paper,C0246,2026-01-01,Economic Scheduling of Virtual Power Plants Based on Improved Fixed-Time Consistency Algorithm,True,True,True,strict,strict,题名明确虚拟电厂且有聚合/运行/市场任务
U0246,虚拟电厂资源聚合、调度与市场履约,C0246,4604767,paper:W7162216138,paper,C0372,2026-05-23,Virtual Power Plants for Net-Zero Energy Operation Under Carbon Constraints,False,True,True,strict,strict,题名明确虚拟电厂且有聚合/运行/市场任务
U0246,虚拟电厂资源聚合、调度与市场履约,C0246,4605777,paper:W7162302163,paper,C0246,2026-01-01,Distributed Secondary Frequency Restoration Control Based on Virtual Asynchronous Machines for Virtual Energy Storage Systems,True,False,False,excluded,excluded,未发现该分析单元明确技术对象
U0246,虚拟电厂资源聚合、调度与市场履约,C0246,4606038,paper:W7162313259,paper,C0246,2026-05-25,Quantum Computing for Optimal Dispatch of Virtual Power Plants Under Wind and Solar Uncertainty,True,True,True,strict,strict,题名明确虚拟电厂且有聚合/运行/市场任务
U0246,虚拟电厂资源聚合、调度与市场履约,C0246,4606306,paper:W7162323637,paper,C0246,2026-01-01,Non-iterative Market Participation of Virtual Power Plants via Bidding Function Representation,True,True,True,strict,strict,题名明确虚拟电厂且有聚合/运行/市场任务
U0246,虚拟电厂资源聚合、调度与市场履约,C0246,4606395,paper:W7162327583,paper,C0348,2026-05-01,Virtual private power plants: Virtual private network-backed cybersecurity for resilient DER aggregation,False,True,True,pending,pending,仅正文提及或题名对象/任务不完整；扩展口径纳入，严格口径不纳入
U0246,虚拟电厂资源聚合、调度与市场履约,C0246,4608687,paper:W7162453863,paper,C0246,2026-05-26,A resilient and carbon-aware virtual power plant coordination framework for low-carbon energy systems using multi-objective optimization,True,True,True,strict,strict,题名明确虚拟电厂且有聚合/运行/市场任务
U0246,虚拟电厂资源聚合、调度与市场履约,C0246,4608738,paper:W7162456291,paper,C0246,2026-05-26,Joint offering strategy for multi-virtual power plants: a stepwise offer curve construction via probability-guided sequential optimization,True,True,True,strict,strict,题名明确虚拟电厂且有聚合/运行/市场任务
U0246,虚拟电厂资源聚合、调度与市场履约,C0246,4610516,paper:W7162569330,paper,C0246,2026-05-27,Research on the demand response trading strategy of virtual power plants under the two-stage game model,True,True,True,strict,strict,题名明确虚拟电厂且有聚合/运行/市场任务
U0246,虚拟电厂资源聚合、调度与市场履约,C0246,4613878,paper:W7162799755,paper,C0028,2026-05-30,Optimal real-time management of aggregated EVs and batteries for technical support of residential virtual power plants using a binary TSO algorithm,False,True,True,strict,strict,题名明确虚拟电厂且有聚合/运行/市场任务
U0246,虚拟电厂资源聚合、调度与市场履约,C0246,4614734,paper:W7162848898,paper,C0246,2026-04-24,Source-Load Response Modeling of Virtual Power Plants Based on Multi-Scale Transformer and Residual Prediction Mechanism,True,True,True,strict,strict,题名明确虚拟电厂且有聚合/运行/市场任务
U0246,虚拟电厂资源聚合、调度与市场履约,C0246,4615519,paper:W7162882682,paper,C0246,2026-05-30,Design of a Multi-Quantitative Trading Model for Virtual Power Plants Based on a Depth-First Search Algorithm,True,True,True,strict,strict,题名明确虚拟电厂且有聚合/运行/市场任务
U0246,虚拟电厂资源聚合、调度与市场履约,C0246,4615847,paper:W7162943737,paper,C0633,2026-05-31,Hierarchical Decentralized Control of Multiple Facilities for District Heating System using Virtual Prices,False,True,True,pending,pending,仅正文提及或题名对象/任务不完整；扩展口径纳入，严格口径不纳入
U0246,虚拟电厂资源聚合、调度与市场履约,C0246,4616404,paper:W7162997337,paper,C0246,2026-01-01,Hierarchical Multi-Agent Reinforcement Learning Control for Electric-Vehicle Virtual Power Plants in Balancing Markets,True,True,True,strict,strict,题名明确虚拟电厂且有聚合/运行/市场任务
U0246,虚拟电厂资源聚合、调度与市场履约,C0246,4617213,paper:W7163034926,paper,C0015,2026-06-01,A Mamba State-Space Sequence Model for AI-Driven Dynamic Aggregation and Predictive Control of Electric Vehicle Clusters in Vehicle-to-Grid Energy Management,False,True,True,pending,pending,仅正文提及或题名对象/任务不完整；扩展口径纳入，严格口径不纳入
U0246,虚拟电厂资源聚合、调度与市场履约,C0246,4617687,paper:W7163057670,paper,C0040,2026-06-01,Designing and optimizing a coupled carbon-green certificate market for building cluster VPPs: A data-driven distributionally robust approach,False,False,True,strict,strict,题名明确虚拟电厂且有聚合/运行/市场任务
U0246,虚拟电厂资源聚合、调度与市场履约,C0246,4618023,paper:W7163075714,paper,C0246,2026-01-01,A Real-Time Distributionally Robust Framework for Virtual Power Plant Scheduling,True,True,True,strict,strict,题名明确虚拟电厂且有聚合/运行/市场任务
U0246,虚拟电厂资源聚合、调度与市场履约,C0246,4618127,paper:W7163081455,paper,C0138,2026-01-01,An Artificial Intelligence-Enhanced Framework for Day-Ahead Market Bidding of Wind and Photovoltaic Systems With Demand Response in Virtual Power Plants Using Deep Long Short-Term Memory Forecasting,False,True,True,strict,strict,题名明确虚拟电厂且有聚合/运行/市场任务
U0246,虚拟电厂资源聚合、调度与市场履约,C0246,4680322,paper:W7168173281,paper,C0236,2026-07-13,Research on an Improved Stackelberg Game Strategy for Hydrogen-Integrated Virtual Power Plants Under a Multi-Market Mechanism,False,True,True,strict,strict,题名明确虚拟电厂且有聚合/运行/市场任务
U0246,虚拟电厂资源聚合、调度与市场履约,C0246,4680801,paper:W7168188114,paper,C0246,2026-01-01,"Online Dispatch of Multi-Resource Virtual Power Plants,Without Price Forecasts:,A Lyapunov Drift-Plus-Penalty Approach",True,True,True,strict,strict,题名明确虚拟电厂且有聚合/运行/市场任务
U0246,虚拟电厂资源聚合、调度与市场履约,C0246,4680919,paper:W7168208999,paper,C0246,2026-01-01,A Risk-Based Stochastic Two-Stage Optimization Framework for Virtual Power Plants: The Role of Energy Storage Systems and Demand Response,True,True,True,strict,strict,题名明确虚拟电厂且有聚合/运行/市场任务
U0246,虚拟电厂资源聚合、调度与市场履约,C0246,4681324,paper:W7168245317,paper,C0205,2026-07-14,"Battery-Aware Control of a Single-Phase Integrated Battery Charger Using NMPC, EKF, and LUT-Based Lithium-Ion Pack Modeling",False,False,True,pending,pending,仅正文提及或题名对象/任务不完整；扩展口径纳入，严格口径不纳入
U0246,虚拟电厂资源聚合、调度与市场履约,C0246,4681550,paper:W7168253314,paper,C0258,2026-01-01,Multi-Tenant Edge AI as a Virtual Power Plant via Online Auction-Driven Energy Scheduling,False,True,True,strict,strict,题名明确虚拟电厂且有聚合/运行/市场任务
U0246,虚拟电厂资源聚合、调度与市场履约,C0246,4681589,paper:W7168254611,paper,C0258,2026-07-01,Research on the Optimal Dispatch of Virtual Power Plants Based on Improved LSTM Network for Electric Vehicle Load Forecasting,False,True,True,strict,strict,题名明确虚拟电厂且有聚合/运行/市场任务
U0246,虚拟电厂资源聚合、调度与市场履约,C0246,4681624,paper:W7168256104,paper,C0156,2026-07-14,Two-stage distributionally robust bidding strategy of virtual power plants participating in electricity markets considering WT-PV complementarity and multiple uncertainties,False,True,True,strict,strict,题名明确虚拟电厂且有聚合/运行/市场任务
U0246,虚拟电厂资源聚合、调度与市场履约,C0246,4681653,paper:W7168257666,paper,C0246,2026-07-14,Physics-informed reward framework for virtual inertia control in VSG,True,False,False,excluded,excluded,未发现该分析单元明确技术对象
U0246,虚拟电厂资源聚合、调度与市场履约,C0246,4682802,paper:W7168300056,paper,C0048,2026-07-14,Reliable Aggregated Capacity Estimation for DPV-Integrated VPP via Dynamic Spatiotemporal Forecasting and Risk-Averse Stochastic Programming,False,True,True,strict,strict,题名明确虚拟电厂且有聚合/运行/市场任务
U0246,虚拟电厂资源聚合、调度与市场履约,C0246,4683005,paper:W7168341034,paper,C0246,2026-01-01,Low-Carbon Economic Dispatch of a Virtual Power Plant Considering Concentrated Solar Power-Hydrogen Synergy and Asymmetric User Satisfaction,True,True,True,strict,strict,题名明确虚拟电厂且有聚合/运行/市场任务
U0246,虚拟电厂资源聚合、调度与市场履约,C0246,4684487,paper:W7168483025,paper,C0246,2026-07-16,Research on Flexibility Aggregation and Optimal Scheduling of Virtual Power Plants for Metallurgical Industrial Scenarios,True,True,True,strict,strict,题名明确虚拟电厂且有聚合/运行/市场任务
