unit_id,row_id,source,title,rule_status,rule_reason,excerpt,stage,review_status,review_reason,current_rule_status,apply_override,rule_disagreement_before_correction,reviewer,shown_chars
U0246,4733297,paper,Contract-Aware Economic Scheduling for Post-Disaster Restoration of Distribution Level Virtual Power Plants,strict,题名明确虚拟电厂且有聚合/运行/市场任务,,diagnostic,strict,题名及已展示内容支持该技术对象/任务；不是技术效果真实性验收,strict,False,False,Codex辅助阅读，非独立专家盲审,0
U0246,4751235,paper,Uncertainty-Aware Strategic Pricing and Bidding of Virtual Power Plants in Energy and Reserve Markets Using Genetic Algorithms,strict,题名明确虚拟电厂且有聚合/运行/市场任务,"Given the significance of the electricity industry in today’s world, the role of virtual power plants (VPPs) in electricity markets must be closely examined as a key issue. These power plants, utilizing a wide range of distributed generation resources, operate as a single entity in energy markets. This study investigates innovative pricing strategies for VPPs participating in both reserve and energy markets under market price uncertainty. VPPs aggregate diverse distributed energy resources and require robust optimization tools to effectively navigate dynamic market conditions. A genetic algorithm-based model is proposed to develop profit-maxi",diagnostic,strict,题名及已展示内容支持该技术对象/任务；不是技术效果真实性验收,strict,False,False,Codex辅助阅读，非独立专家盲审,650
U0246,4705790,paper,Expert-guided optimization for load transfer in distribution networks assisted by virtual power plants,strict,题名明确虚拟电厂且有聚合/运行/市场任务,"The rapid expansion of distribution networks and the increasing complexity of their topological structures pose significant challenges to fast and reliable post-fault service restoration. Meanwhile, driven by carbon neutrality goals, the large-scale integration of distributed energy resources (DERs) enhances operational flexibility but also introduces pronounced intermittency and uncertainty, further complicating post-fault load transfer decision-making. To address these challenges, this paper proposes an expert-guided and virtual power plant (VPP)-assisted load transfer optimization framework based on hierarchical graph reinforcement learnin",diagnostic,strict,题名及已展示内容支持该技术对象/任务；不是技术效果真实性验收,strict,False,False,Codex辅助阅读，非独立专家盲审,650
U0246,4401173,paper,Bi-Objective Intraday Coordinated Optimization of a VPP’s Reliability and Cost Based on a Dual-Swarm Particle Swarm Algorithm,strict,题名明确虚拟电厂且有聚合/运行/市场任务,"With the increasing penetration of renewable energy, power systems are facing greater uncertainty and volatility, which poses significant challenges for Virtual Power Plant scheduling. Existing research mainly focuses on optimizing economic efficiency but often overlooks system reliability and the impact of forecasting deviations on scheduling, leading to suboptimal performance. Thus, this paper presents a reliability-cost bi-objective cooperative optimization model based on a dual-swarm particle swarm algorithm: it introduces positive and negative imbalance price penalty factors to explicitly describe the economic costs of forecast deviation",diagnostic,strict,题名及已展示内容支持该技术对象/任务；不是技术效果真实性验收,strict,False,False,Codex辅助阅读，非独立专家盲审,650
U0246,4879143,patent,一种用于配电网络维护与管理的VR仿真训练方法及系统,excluded,未发现该分析单元明确技术对象,"本发明提供了一种用于配电网络维护与管理的VR仿真训练方法及系统,包括:构建三维配电模型,结合管理者下发的维护管理项目构建对应的维护管理方案,生成若干个训练样本,根据选定的学习方案调取对应的学习维护管理方案,结合学习训练样本构建若干个VR训练场景,根据学习者在每一VR训练场景中进行训练时产生的实时VR训练数据进行训练效果评价确定学习者的本次未掌握内容,根据本次未掌握内容构建学习者的生成巩固VR场景,引导学习者进行巩固学习,使得教学软件具有很强的灵活性和变通性,还可以随时掌握学生的学习状况,有针对性的进行教学巩固,提升学生的学习效果。",diagnostic,excluded,已读题名/内容不满足该技术对象和电力任务,excluded,False,False,Codex辅助阅读，非独立专家盲审,268
U0246,5084901,patent,用于最优VPP能量管理的能量存储控制方法,excluded,未发现该分析单元明确技术对象,"一种操作虚拟发电厂控制器的方法,所述虚拟发电厂控制器管理连接到电网、电池存储系统和独立发电厂的电力用户,所述方法包括:获得第一数据集,所述第一数据集包括所述电力用户的电力使用、所述独立发电厂的电力输出、所述电网的电力输出容量和所述电池存储系统的充电状态中的每一个的时间序列信息;使用ML算法基于所述时间序列信息来训练机器学习(ML)模型,所述ML模型确定能量管理系统(EMS)策略的一个或多个参数以满足所述电力消费者在预定范围内的电力需求;获得包括电力可用性信息的第二数据集;通过将所述第二数据集输入到所述ML模型中来确定所述EMS策略的所述一个或多个参数;基于所述EMS策略传输命令。",diagnostic,strict,虚拟发电厂控制器聚合负荷、储能与独立电厂，别称漏检,strict,False,True,Codex辅助阅读，非独立专家盲审,293
U0246,4883148,patent,一种虚拟同步发电机的有功功率控制方法、装置及存储介质,excluded,未发现该分析单元明确技术对象,"本发明适用于虚拟同步发电机技术领域,提供了一种虚拟同步发电机的有功功率控制方法、装置及存储介质。本发明提供一种虚拟同步发电机的有功功率控制方法,包括以下步骤:监测逆变器的实际输出有功功率;将预设有功功率限幅值与所述实际输出有功功率进行比较以获得有功功率偏差值,并通过第一控制器根据所述有功功率偏差值生成频率修正量;根据虚拟同步发电机的基础频率以及所述频率修正量,获取虚拟同步发电机的目标输出电压角度;基于所述目标输出电压角度将逆变器的实际输出有功功率限制在所述有功功率限幅值范围内。本发明的技术方案,能够解决无储能光伏逆变器系统因惯量响应产生的额外功率难以限制而导致系统崩溃的问题。",diagnostic,excluded,已读题名/内容不满足该技术对象和电力任务,excluded,False,False,Codex辅助阅读，非独立专家盲审,291
U0246,4852118,patent,一种虚拟电厂内分布式电源出力预测方法及系统,pending,仅正文提及或题名对象/任务不完整；扩展口径纳入，严格口径不纳入,"本发明公开了一种虚拟电厂内分布式电源出力预测方法及系统,方法包括:获取虚拟电厂内分布式电源出力数据,选择影响出力数据的相似变量;进而得到相似日数据和相似时刻数据;将相似日数据、相似时刻数据以及相似变量分别输入CNN模型中,输出得到多种第一出力预测结果;输入虚拟电厂内分布式电源历史出力数据至LSTM模型,利用出力的时间序列进行预测,获得第二出力预测结果;采用集成学习模型对多种第一出力预测结果和第二出力预测结果进行集成学习分析,得到最终的出力预测结果。本发明能够有效提高电源的出力预测精度,获得更加可靠、精确的预测结果。",diagnostic,strict,虚拟电厂内部出力预测，为聚合调度提供直接输入,strict,False,True,Codex辅助阅读，非独立专家盲审,260
U0246,4857902,patent,数据驱动的海量资源调控约束降维方法及装置,pending,仅正文提及或题名对象/任务不完整；扩展口径纳入，严格口径不纳入,"本公开提供一种数据驱动的海量资源调控约束降维方法及装置,涉及虚拟电厂调控技术领域。其中,方法包括:基于分布式资源的运行参数构建高维调控约束模型;将高维调控约束模型嵌入上层调控优化模型中,基于分布式资源参与上层调控的历史运行数据,获取调控仿真数据集;根据调控仿真数据集构建低维调控约束模型;将低维调控约束模型嵌入上层调控优化模型中,进行调控约束。由此,能够用低维调控约束模型近似原始海量的分布式资源的高维约束,大大降低海量资源协同调控的计算负担和求解时间,并且采用数据驱动的技术路线,比传统的约束降维方法具有更好的通用性和自适应性,有助于更好开发海量资源的灵活性。",diagnostic,strict,明确虚拟电厂资源调控约束降维,strict,False,True,Codex辅助阅读，非独立专家盲审,281
U0246,5095800,patent,使用WASSERSTEIN距离的可再生能源投标方法,pending,仅正文提及或题名对象/任务不完整；扩展口径纳入，严格口径不纳入,"一个实施例涉及一种方法,虚拟发电厂(VPP)运营商通过该方法提交对电力市场中的可再生能源的投标。根据实施例的可再生能源的竞价方法包括:生成分布式能源的预测发电量分布;定义目标发电量分布的模糊度集,所述目标发电量分布的与所述预测发电量分布的Wasserstein距离小于或等于参考值;设置与所述模糊度集的收益成比例的目标函数;以及将与目标函数最大的任意一个目标发电量分布相对应的电量确定为竞价量。",diagnostic,strict,虚拟发电厂运营商可再生能源市场投标,strict,False,True,Codex辅助阅读，非独立专家盲审,197
U0246,5000893,patent,一种虚拟电厂的响应可靠性评估方法、系统及相关产品,strict,题名明确虚拟电厂且有聚合/运行/市场任务,"本发明公开一种虚拟电厂的响应可靠性评估方法、系统及相关产品,属于虚拟电厂评估优化技术领域。基于蒙特卡洛方法进行随机状态模拟,生成随机状态序列,将风光出力波动、储能状态随机性等不确定因素量化为可分析的随机状态序列,打破了确定性假设的局限;通过储能动态划分及划分结果的实时更新,结合随机状态序列与储能执行模型计算可靠性指标的设计,既能够响应风光出力波动与用户需求变化带来的虚拟电厂动态重构需求,又通过动态聚类与衰减量化确保系统在不确定工况下的运行适配性,最终计算出的可靠性指标能够全面反映不确定环境下虚拟电厂的真实响应能力,为提升虚拟电厂在不确定环境下的自适应能力提供了精准的评估依据。",diagnostic,strict,题名及已展示内容支持该技术对象/任务；不是技术效果真实性验收,strict,False,False,Codex辅助阅读，非独立专家盲审,291
U0246,4932868,patent,一种基于动态虚拟电厂分布式资源协调控制方法和系统,strict,题名明确虚拟电厂且有聚合/运行/市场任务,"本发明提供一种基于动态虚拟电厂分布式资源协调控制方法和系统,包括:获取配电网阻塞控制需求及电力市场合约信息,阻塞控制需求包括台区过载、区域阻塞及总量平衡压力;根据阻塞控制需求或电力市场合约信息,动态创建对应类型的动态虚拟电厂对象,且各类对象关联预设优先级规则;通过优先级协调管理器,依据优先级规则及资源调度策略,从全局分布式资源池分配资源,高优先级对象锁定已分配资源;当高优先级对象所需资源不足时,触发动态资源抢占机制,基于融合电网安全状态、时间紧迫性及市场影响维度的抢占优先级评分,从低优先级对象安全回收资源;通过动态虚拟电厂层和分布式资源层执行控制指令分解、下发及闭环跟踪,完成对应的控制目标。",diagnostic,strict,题名及已展示内容支持该技术对象/任务；不是技术效果真实性验收,strict,False,False,Codex辅助阅读，非独立专家盲审,299
U0246,4994822,patent,基于区域用电活动预测的虚拟电厂调度方法及系统,strict,题名明确虚拟电厂且有聚合/运行/市场任务,"本发明涉及电力系统管理技术领域,具体为基于区域用电活动预测的虚拟电厂调度方法及系统。该方法包括:采集目标区域的用户负荷数据和地理信息数据;基于所述地理信息数据和用户负荷数据,将用户划分为不同的用电活动类型;针对每个用电活动类型,利用预设的机器学习子模型,预测该类型的用电活动在未来时段的功率变化曲线;利用所述用电活动预测结果,基于预设的优化目标求解未来时段的最优控制序列,并生成针对虚拟电厂中分布式能源、储能系统或可控负荷的调度指令。本发明通过从“负荷预测”转变为“活动预测”,使虚拟电厂的调度决策不再基于模糊的聚合值,而是基于对未来用电行为的清晰画像,从而提升了虚拟电厂的调度精度和稳定性。",diagnostic,strict,题名及已展示内容支持该技术对象/任务；不是技术效果真实性验收,strict,False,False,Codex辅助阅读，非独立专家盲审,296
U0246,4908021,patent,基于近端策略优化算法的虚拟电厂多时间尺度AGC调频优化调度方法,strict,题名明确虚拟电厂且有聚合/运行/市场任务,"本发明公开了基于近端策略优化算法的虚拟电厂多时间尺度AGC调频优化调度方法,包括:确定虚拟电厂的可调度资源;构建各可调度资源的数学模型;基于数学模型,建立虚拟电厂多时间尺度的AGC调频优化模型;将AGC调频优化模型转化为马尔可夫决策过程,并基于近端策略优化算法,训练虚拟电厂多时间尺度的AGC调频优化智能体;接收电网调度中心下发的AGC指令,并采集虚拟电厂的实时系统状态;将AGC指令和实时系统状态输入至训练完成的AGC调频优化智能体中,由AGC调频优化智能体生成针对各可调度资源的调频控制指令。通过该方法可有效实现虚拟电厂快速、高效、经济参与电力系统调频。",diagnostic,strict,题名及已展示内容支持该技术对象/任务；不是技术效果真实性验收,strict,False,False,Codex辅助阅读，非独立专家盲审,279
U0246,4899287,patent,基于线性规划投影的虚拟电厂资源灵活性聚合方法及装置,strict,题名明确虚拟电厂且有聚合/运行/市场任务,,diagnostic,strict,题名及已展示内容支持该技术对象/任务；不是技术效果真实性验收,strict,False,False,Codex辅助阅读，非独立专家盲审,0
U0246,4861848,patent,一种虚拟电厂交易辅助计算方法和系统,strict,题名明确虚拟电厂且有聚合/运行/市场任务,,diagnostic,strict,题名及已展示内容支持该技术对象/任务；不是技术效果真实性验收,strict,False,False,Codex辅助阅读，非独立专家盲审,0
U0246,4909964,patent,基于深度学习调度策略的虚拟电厂负荷调节方法及系统,strict,题名明确虚拟电厂且有聚合/运行/市场任务,"本发明公开了基于深度学习调度策略的虚拟电厂负荷调节方法及系统,涉及电厂负荷调控技术领域,包括:获取多源异构数据,通过预处理得到特征张量;将特征张量输入至LSTM‐Transformer混合网络模型中,输出上下文编码;将上下文编码输入至时序卷积网络模型中,输出超短期预测结果,进而得到短期预测结果;构建多目标优化模型,并对约束条件进行建模;通过预设的分层架构对多目标优化模型进行求解,得到最优调度策略,并生成调度指令;将调度指令下发至虚拟电厂内分布式资源,执行并转化为设备动作。本发明解决了现有技术优化目标单一,缺乏动态适应能力,以及对电网实时波动响应速度存在一定局限性的问题。",diagnostic,strict,题名及已展示内容支持该技术对象/任务；不是技术效果真实性验收,strict,False,False,Codex辅助阅读，非独立专家盲审,288
U0246,5019242,patent,基于轻量级大模型的新能源汽车虚拟电厂语义调度方法、装置、设备及介质,strict,题名明确虚拟电厂且有聚合/运行/市场任务,"本发明涉及新能源汽车虚拟电厂调度优化技术领域,特别涉及一种基于轻量级大模型的新能源汽车虚拟电厂语义调度方法、装置、设备及介质,其中,方法包括:利用封闭集语义事件集合训练轻量级大语言模型解析器,以将自然语言充电请求解析为结构化预约事件记录,并对其执行调度准入可靠性增强处理,得到候选调度事件;将候选调度事件对虚拟电厂的预约状态池更新,得到有效预约集合,并将其映射为充放电约束参数,进而聚合为充电站级功率和能量柔性包络,以作为虚拟电厂优化调度的可行边界,执行日前语义初始化和日内语义滚动更新生成调度指令。由此,解决了用户显式充电意图缺乏进入优化模型的正式通道、日内需求变化无法及时反映至柔性可行域等问题。",diagnostic,strict,题名及已展示内容支持该技术对象/任务；不是技术效果真实性验收,strict,False,False,Codex辅助阅读，非独立专家盲审,300
U0356_KG,4432474,paper,Ultra-short-term photovoltaic power prediction based on reprogrammed large language models,excluded,未发现该分析单元明确技术对象,"Ultra-short-term photovoltaic (PV) power forecasting is critical for power grid stability, yet existing deep learning models suffer from two major bottlenecks: insufficient robustness under complex weather conditions and poor cross-station generalization. To address this, we propose a reprogrammed large language model framework, SolarTime-LLM. This framework innovatively designs a Multi-feature Ga",diagnostic,excluded,已读题名/内容不满足该技术对象和电力任务,excluded,False,False,Codex辅助阅读，非独立专家盲审,400
U0356_KG,4300270,paper,LLM-Enhanced Multi-Agent Reinforcement Learning With Expert Workflow for Real-Time P2P Energy Trading,excluded,未发现该分析单元明确技术对象,"Real-time peer-to-peer (P2P) electricity markets dynamically adapt to fluctuations in renewable energy and variations in demand, maximizing economic benefits through instantaneous price responses while enhancing grid flexibility. However, scaling expert guidance for massive personalized prosumers poses critical challenges, including diverse decision-making demands and a lack of customized modeling",diagnostic,excluded,已读题名/内容不满足该技术对象和电力任务,excluded,False,False,Codex辅助阅读，非独立专家盲审,400
U0356_KG,4623107,paper,Cost estimation of balance of plant equipment scale up for proton exchange membrane water electrolyzer systems,excluded,未发现电力对象；不能由原标签替代对象证据,"Water electrolyzers that use electricity to split water into hydrogen and oxygen could be a key technology for increasing hydrogen supply to meet expanded and emerging market applications, although currently the capital costs of these electrolyzers are high. Here we examine cost reductions that might be achieved by scaling up proton exchange membrane (PEM) electrolyzer systems and leveraging econo",diagnostic,excluded,已读题名/内容不满足该技术对象和电力任务,excluded,False,False,Codex辅助阅读，非独立专家盲审,400
U0356_KG,4482648,paper,A comprehensive review and framework on the applications of digital twins for energy transition at the district level,pending,仅正文提及或题名对象/任务不完整；扩展口径纳入，严格口径不纳入,"Districts face dual pressures: reducing carbon emissions while managing surging electricity demand from electrification and urban growth. Traditional grid expansion cannot match the speed and complexity required for modern energy transitions. District energy transitions require connecting different scales, from individual buildings to grid networks, and different timeframes, from daily operations ",diagnostic,pending,已读信息未充分明确该单元研究对象，保持待判,pending,False,False,Codex辅助阅读，非独立专家盲审,400
U0356_KG,4642565,paper,Construction of a knowledge mapping model for hydropower communication security based on MoE architecture and domain-adaptive pre-training,pending,仅正文提及或题名对象/任务不完整；扩展口径纳入，严格口径不纳入,"Knowledge graphs (KGs) are increasingly applied in hydropower communication security, with a focus on equipment maintenance and risk identification. However, studies published after 2023 have reported notable limitations. Existing hybrid approaches also exhibit flaws, among which shallow collaboration between their architectural and pre-training components is a key issue. These limitations collect",diagnostic,strict,水电通信安全知识图谱构建，已补读正文,pending,True,True,Codex辅助阅读，非独立专家盲审,400
U0356_KG,4753005,paper,FlexCHESS Press Release No. 6,pending,仅正文提及或题名对象/任务不完整；扩展口径纳入，严格口径不纳入,"Sixth press release of the FlexCHESS project (Horizon Europe, Grant Agreement No 101096946). It sets out the project's exploitation strategy, centred on an Open Knowledge Base (OKB) that collects and structures the experience generated by the platform and makes it accessible to SMEs, start-ups, researchers and third parties, and on a planned sustainable entity, provisionally named the “FlexCHESS F",diagnostic,excluded,项目新闻稿，不计研究论文,excluded,False,True,Codex辅助阅读，非独立专家盲审,400
U0356_KG,4504780,paper,Enhancing reliability in power grid fault management via multi-task learning-based knowledge graph completion,strict,题名同时明确电力对象和知识/大模型技术，具有应用任务,Timely detection and resolution of power equipment failures are vital for ensuring the stability and reliability of electrical grids. This paper presents a knowledge graph completion model (KGCM) that integrates multi-task learning with pre-trained models to enhance fault-handling knowledge graph representations. Entities and relations are encoded with a pre-trained model and refined through Trans,diagnostic,strict,题名及已展示内容支持该技术对象/任务；不是技术效果真实性验收,strict,False,False,Codex辅助阅读，非独立专家盲审,400
U0356_KG,4617198,paper,A hybrid knowledge-based and evolutionary framework for fault diagnosis and optimization in power systems,strict,题名同时明确电力对象和知识/大模型技术，具有应用任务,"This paper presents a hybrid artificial intelligence framework designed to improve the diagnosis of error and subsequent optimization of operational efficiency in complex energy systems. By integrating knowledge-based systems with evolutionary algorithms, we address the critical need for fast and accurate fault identification as a prerequisite for maintaining the reliability of the network. Knowle",diagnostic,pending,题名knowledge-based不等于知识库/知识图谱；当前候选检索已剔除该前缀误匹配,not_in_final_candidate_union,False,True,Codex辅助阅读，非独立专家盲审,400
U0356_KG,4703510,paper,A Semantic Knowledge Modeling of Load Profile Complexity in Power Grid Systems,strict,正文研究目的/发明声明局部同时明确对象与任务,"The growing adoption of renewable energy sources, distributed generation, and intelligent monitoring infrastructures has significantly increased the complexity of load profiles in modern power grid systems. Traditional load modeling approaches, which primarily rely on numerical and statistical techniques, often fail to capture the semantic relationships and related meanings underlying load behavio",diagnostic,strict,题名及已展示内容支持该技术对象/任务；不是技术效果真实性验收,strict,False,False,Codex辅助阅读，非独立专家盲审,400
U0356_KG,4726541,paper,A Method for Generating Safety Measures of Hydropower Plant Work Tickets Integrating Knowledge Graph and Large Language Models,strict,题名同时明确电力对象和知识/大模型技术，具有应用任务,"To address the low efficiency and error-prone nature of manually formulating safety measures in hydropower plant work tickets, as well as the difficulty of existing methods in balancing accuracy and compliance, this paper proposes a safety measure generation method integrating a knowledge graph (KG) and large language models (LLMs). A work ticket KG is constructed to capture historical association",diagnostic,strict,题名及已展示内容支持该技术对象/任务；不是技术效果真实性验收,strict,False,False,Codex辅助阅读，非独立专家盲审,400
U0356_KG,4730570,paper,Edge-Cloud Energy Management for AC/DC Hybrid Building Microgrids: A Knowledge-Graph-Enhanced Optimization Approach,strict,题名同时明确电力对象和知识/大模型技术，具有应用任务,"AC/DC hybrid building microgrids require an energy management system (EMS) that coordinates distributed energy resources while maintaining fast local responses to communication and device faults. This study proposes a knowledge-graph-enhanced edge-cloud EMS for an AC/DC hybrid building microgrid. A 24 h linear-programming scheduler coordinates multi-resource dispatch in the cloud, while edge contr",diagnostic,strict,题名及已展示内容支持该技术对象/任务；不是技术效果真实性验收,strict,False,False,Codex辅助阅读，非独立专家盲审,400
U0356_KG,4598766,paper,Temporal knowledge graph-based spatiotemporal reasoning for fault diagnosis in smart grids,strict,题名同时明确电力对象和知识/大模型技术，具有应用任务,,diagnostic,strict,题名及已展示内容支持该技术对象/任务；不是技术效果真实性验收,strict,False,False,Codex辅助阅读，非独立专家盲审,0
U0356_KG,4536650,paper,Ontology Construction and Logical Consistency Reasoning for UHV Grid Operation Texts,strict,正文研究目的/发明声明局部同时明确对象与任务,"The operation of Ultra-High Voltage (UHV) power grids generates massive quantities of unstructured textual data, primarily in the form of dispatch logs, maintenance manuals, and accident reports. While these documents contain critical information regarding system states and operational procedures, their unstructured nature hinders automated processing and intelligent decision support. This paper p",diagnostic,strict,题名及已展示内容支持该技术对象/任务；不是技术效果真实性验收,strict,False,False,Codex辅助阅读，非独立专家盲审,400
U0356_KG,4552228,paper,Knowledge Graph for Renewable Energy Power Plant Design Using Natural Language Processing and Graph-Based Reasoning,strict,题名同时明确电力对象和知识/大模型技术，具有应用任务,"The transition toward sustainable energy systems demands intelligent decision-support tools capable of reasoning across heterogeneous data. This paper presents a Knowledge Graph (KG) framework for renewable energy power plant design integrating Neo4j graph storage, BERTbased Named Entity Recognition (EnergyNER), and a finetuned Flan-T5 model (CypherT5) for natural language to Cypher query translat",diagnostic,strict,题名及已展示内容支持该技术对象/任务；不是技术效果真实性验收,strict,False,False,Codex辅助阅读，非独立专家盲审,400
U0356_KG,4930897,patent,大小模型协同的用电机理智能构建和柔性调控方法及设备,excluded,未发现该分析单元明确技术对象,"本发明提供了一种大小模型协同的用电机理智能构建和柔性调控方法及设备,本发明通过大模型强大的多模态理解能力自动化构建精确的用电机理模型,并基于此训练专用于各子空间的调控小模型,最终实现“一房一策”的柔性精细化调控,在保障舒适与功能的前提下,深度挖掘节能潜力。本发明通过多模态大模型自动解析图纸和规则,极大减少了人工依赖和错误,构建的用电机理模型精准可靠。通过强化学习小模型实现一房一策,避免了一刀切,在精细保障个性化舒适需求的前提下实现节能。大小模型协同的架构既利用了大模型的通用能力,又通过专用小模型保证了实时调控的效率与可靠性,易于扩展到大型建筑群。",diagnostic,excluded,已读题名/内容不满足该技术对象和电力任务,excluded,False,False,Codex辅助阅读，非独立专家盲审,276
U0356_KG,4904093,patent,一种果园用多功能动力平台,excluded,未发现该分析单元明确技术对象,"本发明涉及一种果园用多功能动力平台,包括动力平台传动底盘、整机控制系统、导航系统、物联网信息交互模块,物联网信息交互模块能够向果园管理信息平台传递动力平台导航数据和作业数据,并接收果园管理信息平台优化处理后的导航数据和作业指令;导航系统内置自学习模块,自学习模块能够调用果园管理信息平台优化处理后的导航数据,实现路径纠偏和输出控制量优化。本发明通过物联网信息交互模块实现动力平台与果园管理信息平台数据交互与共享,可通过果园管理信息平台远程操控动力平台实现果园无人化管理。",diagnostic,excluded,已读题名/内容不满足该技术对象和电力任务,excluded,False,False,Codex辅助阅读，非独立专家盲审,235
