category_id,name,domain,status,analysis_scope,admissible_pool,direct_energy,year0_papers,year0_denominator,year0_share,year1_papers,year1_denominator,year1_share,year2_papers,year2_denominator,year2_share,year3_papers,year3_denominator,year3_share,year4_papers,year4_denominator,year4_share,recent_papers,previous_papers,share_growth_ratio,baseline_years_used,baseline_papers,baseline_annual_mean_papers,baseline_mean_share,multiyear_share_ratio,historical_peak_ratio,three_year_log_share_slope,growing_quarters,active_quarters,core_years,core_papers,core_mean_annual_share,core_active_quarters,core_active_years,core_persistence,recent_institutions,core_institutions,baseline_mean_institutions,institution_expansion,citation_cohort_percentile,pooled_baseline_share,pooled_share_ratio,share_ratio_lower95,growth_count_pvalue,growth_count_qvalue,core_score,emerging_score,core_eligible,emerging_eligible,trajectory,end_quarter
C0026,硫化镉等硫族薄膜制备,太阳能,方向候选,能源电力直接相关,True,True,235,385955,0.0006095824812983718,243,326601,0.0007447029751419064,249,289391,0.000861039597468302,245,256207,0.0009568091292452316,257,239411,0.0010738742044990115,235,243,0.8185578702464741,3,737,245.66666666666666,0.00085418390061848,0.7136431403787847,0.5676479412062578,-0.17268311376463785,1,4,3,727,0.0007384416846361934,12,3,1.0,422,1022,429.6666666666667,0.9821981424148606,0.3073751135646488,0.0008452005216749525,0.721228235981621,0.6228175668089935,0.9999944791025279,1.0,52.54237288135594,15.889830508474576,False,False,近期份额下降,2026Q2
C0027,变压器与高压开关设备,电网与电力系统,宽泛待细分,能源电力直接相关,True,True,445,385955,0.0011531592162141175,418,326601,0.0012799104521432766,371,289391,0.0012820689797974918,392,256207,0.0015297253899338222,365,239411,0.001524275812599568,445,418,0.9009686687713914,3,1181,393.6666666666667,0.0013639016072915303,0.8454856347769029,0.7538341350691738,-0.052984921520562445,1,4,3,1234,0.001238379549384962,12,3,1.0,488,1052,437.6666666666667,1.114741641337386,0.2346584209697789,0.0013540398865884153,0.8516434616409796,0.7637170903985336,0.9981035546994301,1.0,55.60862865947611,30.65870570107858,True,False,近期份额下降,2026Q2
C0028,电动汽车充电设施及并网,交通与充电,宽泛待细分,能源电力直接相关,True,True,1084,385955,0.0028071855667434575,896,326601,0.002741791446467019,741,289391,0.002558961368828641,557,256207,0.002172794662135302,444,239411,0.0018537362481546044,1084,896,1.0238508732532166,3,2194,731.3333333333334,0.0024911824924769873,1.1268486251893444,1.0238508732532166,0.04629047144738374,2,4,3,2721,0.0027026461273463726,12,3,1.0,1131,2165,886.0,1.2762119503945886,0.3930986646332398,0.0025149729421229602,1.116189172347052,1.0378678669249894,0.00146752160900104,0.007861722905362715,77.30354391371341,58.8828967642527,True,False,平稳或增长证据不足,2026Q2
C0029,聚变等离子体诊断,核能与等离子体,方向候选,能源电力直接相关,True,True,499,385955,0.0012929360909067378,539,326601,0.001649968193384224,444,289391,0.0015339963970928266,437,256207,0.001705107918716044,367,239411,0.0015326165831199487,499,539,0.7836127363490667,3,1420,473.3333333333333,0.001629690836397698,0.7933628035638159,0.7582722927475031,-0.08548034132976312,0,4,3,1482,0.0014923002271279295,12,3,1.0,712,1400,620.6666666666666,1.146916890080429,0.2708730099592455,0.001627942157341383,0.7942150063969419,0.7172302471938979,0.999995556210485,1.0,59.05238828967643,19.622496147919875,False,False,近期份额下降,2026Q2
C0030,碳基电极与多孔材料制备,能源材料与电化学基础,混杂待重分,质量限制观察,False,False,77,385955,0.0002006056997903347,74,326601,0.0002278454687805833,78,289391,0.00027090825010525735,62,256207,0.00024358684553086343,58,239411,0.00024396753772113467,77,74,0.8804462992569728,3,214,71.33333333333333,0.00024744685480556803,0.8107021604617327,0.7404931363751098,-0.15021945711161777,1,0,3,229,0.00023311980622539181,1,0,0.08333333333333333,157,432,144.0,1.089655172413793,0.4657132165323652,0.0002458244229142743,0.8160527640505898,0.6293657722603863,0.94058226539673,1.0,37.85246533127889,22.908320493066256,False,False,近期份额下降,2026Q2
C0031,车辆驱动制动与运动控制,交通与充电,宽泛待细分,能源电力直接相关,True,True,715,385955,0.001852043589677219,666,326601,0.002038375905265218,648,289391,0.0022380127413154064,598,256207,0.0023325876328035484,567,239411,0.002366693635158016,715,666,0.9085878541309803,3,1912,637.3333333333334,0.0022029920931280578,0.8406946150439776,0.7825447122367253,-0.09464931527708398,1,4,3,2029,0.002042810745419281,12,3,1.0,757,1450,599.0,1.2633333333333334,0.3058867838382345,0.0021917911833265716,0.8449908931864103,0.7754409026748438,0.9999405620042169,1.0,64.84591679506934,30.558551617873654,True,False,近期份额下降,2026Q2
C0032,煤炭产业布局与清洁利用政策,能源政策与治理,政策类群,能源治理与政策研究,True,False,65,385955,0.00016954417208086352,47,326601,0.00014527060090037188,48,289391,0.0001673764347784074,52,256207,0.00020461295024592528,48,239411,0.0002022636851192313,65,47,1.167092109690788,3,147,49.0,0.00017241999530823485,0.9833208252776586,0.8286091954448024,0.00643405945179687,3,1,3,160,0.0001607304025865476,1,0,0.08333333333333333,99,231,82.33333333333333,1.2000000000000002,0.3020189740320711,0.0001690401043349905,1.0029819417578807,0.7497265279427752,0.5020048342199088,0.9653939119613631,25.756933744221882,55.80508474576271,False,False,历史峰值以下的恢复或波动,2026Q2
C0033,石油产业与油价经济,化石能源,宽泛待细分,能源电力直接相关,True,True,944,385955,0.0024448010767996273,774,326601,0.002368675376786064,667,289391,0.002303582891022411,652,256207,0.0025430466673422142,700,239411,0.0029213548747633305,944,774,1.0321385111525305,3,2093,697.6666666666666,0.00240510164505023,1.016506342603482,0.8368723354767673,0.02974903543649221,2,4,3,2385,0.0023723531148693677,12,3,1.0,849,1869,726.0,1.169188445667125,0.1953869031897465,0.002399223446951204,1.018996825788086,0.9436422885877368,0.3131352434895943,0.709520944462827,66.97226502311247,51.96456086286595,True,False,历史峰值以下的恢复或波动,2026Q2
C0034,污泥资源化与水处理,生物质与资源循环,宽泛待细分,关联基础或环境研究,True,False,748,385955,0.0019374627908782646,581,326601,0.0017784179878645528,545,289391,0.0018825535086932214,532,256207,0.0020753599239229565,515,239411,0.0021498336016281183,748,581,1.089430496148257,3,1658,552.6666666666666,0.0019121104734935769,1.0132588141407788,0.9012152333143271,0.014375086396191339,3,4,3,1874,0.0018661447624786795,12,3,1.0,1043,1881,771.6666666666666,1.3511647972389993,0.4884390427407456,0.0019006983934886897,1.01934257298029,0.9350567887486572,0.33020604371590084,0.7392672620505243,73.65947611710324,57.81587057010786,False,False,历史峰值以下的恢复或波动,2026Q2
C0035,太阳能集热与热利用装置,太阳能,宽泛待细分,能源电力直接相关,True,True,70,385955,0.00018248647529314315,68,326601,0.0002094954981405363,48,289391,0.0001673764347784074,75,256207,0.000294252909401283,52,239411,0.00021894522615999266,70,68,0.8710758794956318,3,191,63.666666666666664,0.00022370828077340892,0.8157341098963664,0.6201688053465597,0.0432153430403055,0,1,3,186,0.0001864528027373623,2,0,0.16666666666666666,77,250,92.66666666666667,0.8327402135231317,0.2374178143829529,0.00021946562698407242,0.8315036746341467,0.6328255416621682,0.9116753104891422,1.0,26.51386748844376,27.996918335901388,False,False,近期份额下降,2026Q2
C0036,风机传动支撑与轴承部件,风能与水能海洋能源,混杂待重分,质量限制观察,False,False,12,385955,3.235575803069914e-05,11,326601,3.517077706009004e-05,8,289391,2.9334014342607482e-05,15,256207,6.040953769165413e-05,2,239411,1.042596315047584e-05,12,11,0.9199614206822506,3,34,11.333333333333334,4.163810969811722e-05,0.7770707715908197,0.5356067810988934,0.049022127508905555,2,0,3,31,3.228684981113222e-05,0,0,0.0,18,37,9.666666666666666,1.78125,0.2055543720308306,3.953819389530286e-05,0.8183418321124427,0.42847237042158665,0.7501574771645617,1.0,11.563944530046227,41.60246533127889,False,False,近期份额下降,2026Q2
C0037,光催化二氧化碳转化与氧化还原,碳与环境,宽泛待细分,能源电力直接相关,True,True,2326,385955,0.006022053684673724,2172,326601,0.006644218535917009,1903,289391,0.006569093682488629,1555,256207,0.006062389411572129,1311,239411,0.005469460268739626,2326,2172,0.9063599657536827,3,5630,1876.6666666666667,0.006425233876659255,0.9372505032929384,0.9063599657536827,-0.04347376516601198,0,4,3,6401,0.006411788634359788,12,3,1.0,2294,3574,1727.0,1.328125,0.6326380445716413,0.006452747847173993,0.9332541464968458,0.8892434474147616,0.9974056684420665,1.0,97.99691833590141,35.79352850539291,True,False,近期份额下降,2026Q2
C0038,电气计量校准与测量不确定度,数字技术与测量,宽泛待细分,关联基础或环境研究,True,False,609,385955,0.0015776667615768902,445,326601,0.001362485320023488,402,289391,0.0013890518556352368,365,256207,0.0014244958726644893,360,239411,0.0015034238862986164,609,445,1.157933034867262,3,1212,404.0,0.001392011016107738,1.1333723248744627,1.049382530073443,0.06366281313426647,3,4,3,1456,0.0014430679790785382,12,3,1.0,836,1687,586.3333333333334,1.4250851305334846,0.2511580449487081,0.001389566959363905,1.1353657705700564,1.0300782474430803,0.00520030504611309,0.023781882832834254,59.745762711864415,69.14869029275809,False,False,平稳或增长证据不足,2026Q2
C0039,碳达峰与综合节能政策,能源政策与治理,政策类群,能源治理与政策研究,True,False,91,385955,0.00023684414878471773,55,326601,0.00016973722842043452,46,289391,0.00016047431375661742,27,256207,0.00010717821203357991,24,239411,0.00010217443887466324,91,55,1.3953577007753488,3,128,42.666666666666664,0.00014579658473687728,1.6244835173070498,1.3953577007753488,0.19463421694699523,3,2,3,192,0.00018901856365392323,2,0,0.16666666666666666,146,284,72.0,2.0136986301369864,0.3474419637905244,0.0001472654468274324,1.6082805158107105,1.2300568237056009,0.0002410020045722518,0.0014815697002392527,30.951463790446844,87.91602465331279,False,False,多年背景上持续抬升,2026Q2
C0040,碳定价与减排经济机制,碳与环境,方向候选,能源电力直接相关,True,True,2058,385955,0.005328346232495535,2191,326601,0.006702326776277158,1719,289391,0.005934098548483949,1231,256207,0.004799635204340133,938,239411,0.003913906566688631,2058,2191,0.7949994696401826,3,5141,1713.6666666666667,0.005812020176367079,0.91678040867128,0.7949994696401826,-0.05383710722826818,1,4,3,5968,0.005988257185752213,12,3,1.0,2077,3836,1701.6666666666667,1.22043852779953,0.4136886123974658,0.005892336925005788,0.9042840387967633,0.8592175972136596,0.9999420333016591,1.0,89.06779661016951,30.71263482280432,False,False,近期份额下降,2026Q2
C0041,电池单体与模组构件装配,电化学储能,宽泛待细分,能源电力直接相关,True,True,7,385955,1.9413454818419487e-05,8,326601,2.5995791740066548e-05,4,289391,1.552977229902749e-05,7,256207,2.923042146370361e-05,3,239411,1.4596348410666177e-05,7,8,0.7467922120832389,3,19,6.333333333333333,2.358532850093255e-05,0.823115727120438,0.6641524085626278,0.11160369898590794,1,0,3,19,2.031300628583784e-05,0,0,0.0,11,56,18.666666666666668,0.6101694915254237,0.4554791217934579,2.2347674810388576e-05,0.8687013294732084,0.3742216540729699,0.6609305311081011,1.0,19.69953775038521,29.11016949152543,False,False,近期份额下降,2026Q2
