row_id,doc_id,policy_group,date,title,publisher,url,original_category_id,policy_form,start,end,quote,category_id,name,similarity,candidate_id,retrieval_basis,review_state,decision,support_strength,issue_year,issue_date_reviewed,review_reason,unit_id,unit_name,reviewer
5114945,policy:6a8d15c41739ac78e7f3dc80,PG6c583acfca3795b4,2026-04-16,关于印发《上海市2026年碳达峰碳中和及节能减排重点工作安排》的通知,上海市发展和改革委员会,https://fgw.sh.gov.cn/fgw_zyjyhhjbh/20260416/28bc161eae9049b9853ea0e5c6b7305f.html,C0477,政策或规则文本,11993.0,12258.0,"项目范围,基本实现本市三 星级绿色建筑应用绿色建材比例达到30%以上 年内完成 市住房城乡建设 管理委 各区 51 推动光伏+、门窗保温性能、外遮阳、高效机房、空气源热泵、 高效照明等建筑节能降碳专项行动 全年推进 市住房城乡建设 管理委 各区 52 开展公共建筑、教育、卫生、旅游、商务等领域重点用能单位能 效监管 持续推进 市机管局、市教 委、市卫生健康 委、市文旅局、 市商务委 各区 53 持续推进绿色商场、绿色餐厅等,开展校园绿色低碳宣传教育 持续推进 市商务委、市教 委 各区 六 加速 推动 交通 领域 节能 降碳 ",C0650,空气源热泵,0.0,824208d76c869915,专项词项条款补查,未复核,采用,2,2026.0,2026-04-15,本轮重读：条款明确对应统一定义的部署/运行或系统应用；同政策组仅计一次,U0650,空气源热泵设备、运行与系统应用,Codex辅助条款复核，非独立专家
5114003,policy:6608c5ae9666daf35054ce66,PG5893eb51fbe74f74,2026-07-09,福建省发展和改革委员会关于印发《福建省推进“人工智能+”能源创新发展行动方案(2026—2030年)》的通知,福建省发展和改革委员会,https://fgw.fujian.gov.cn/zwgk/fgzd/sfgwgfxwj/202607/t20260709_7175990.htm,,,,,"( 六 ) “ 人工智能 +”水电。 立足全省水电资源与流域气候特征,推进水电全流程智能化升级。针对抽水蓄能复杂场景,实现工程智能化设计、施工与设备调试。构建气象水文耦合预测大模型,预判台风暴雨引发的水情波动。通过流域站群智能调度,优化水资源时空配置。融合多源感知与知识图谱,实现设备全生命周期健康管理与智能诊断。搭建大坝智慧安全管控体系,实现病害早期识别与精准防控。 ",C0356,,,,,,采用,3,2026.0,2026-07-07,水电设备全生命周期健康管理和诊断明确采用知识图谱,U0356_KG,电力知识图谱与知识问答,Codex辅助条款复核，非独立专家
5114003,policy:6608c5ae9666daf35054ce66,PG5893eb51fbe74f74,2026-07-09,福建省发展和改革委员会关于印发《福建省推进“人工智能+”能源创新发展行动方案(2026—2030年)》的通知,福建省发展和改革委员会,https://fgw.fujian.gov.cn/zwgk/fgzd/sfgwgfxwj/202607/t20260709_7175990.htm,,,,,"( 四 ) “ 人工智能 +”核电。 依托核电产业优势,加快以智能化筑牢安全底线。构建核电智能安全管控系统,实现运行事件溯源、风险预警与智能应急响应。研发核电专属大模型,赋能设备监测、故障诊断与自动启停,依托特种机器人替代高危作业。基于三维模型实现设计、施工、运维全周期数据贯通。推进核能供汽、供热、制氢等场景智能化升级,助力核电向综合能源服务转型。 ",C0356,,,,,,采用,3,2026.0,2026-07-07,核电专属大模型明确赋能设备监测、故障诊断与启停,U0356_LLM,电力大模型辅助决策与运维,Codex辅助条款复核，非独立专家
5112979,policy:a87d278d035f0b020a838e00,PGcef8793fc07c31ad,2026-06-04,关于印发《关于深入推进山东省“人工智能+”能源高质量发展的实施方案》的通知,山东省能源局,http://nyj.shandong.gov.cn/art/2026/6/4/art_354539_10312174.html,,,,,"4.电力交易智能预测与辅助决策智能体 | 构建多阶段动态学习与电力市场博弈仿真机制,量化电价响应规律,形成“外部条件-博弈-电价”联动逻辑,打造多模态大模型驱动的智能决策体系。 | | ",C0356,,,,,,采用,3,2026.0,2026-05-08,电力交易任务明确采用多模态大模型，不从一般智能决策外推,U0356_LLM,电力大模型辅助决策与运维,Codex辅助条款复核，非独立专家
5112979,policy:a87d278d035f0b020a838e00,PGcef8793fc07c31ad,2026-06-04,关于印发《关于深入推进山东省“人工智能+”能源高质量发展的实施方案》的通知,山东省能源局,http://nyj.shandong.gov.cn/art/2026/6/4/art_354539_10312174.html,,,,,"5.城市级聚合式虚拟电厂智能调控体系 | 聚焦虚拟电厂资源协同与负荷预测提升,整合分布式光伏、储冷热、充电桩、可调负荷等资源,实现负荷精准预判、资源优化匹配与动态调度;增强峰谷调节、新能源消纳及电力交易能力,推动虚拟电厂向主动优化运营转型。 | | ",C0246,,,,,,采用,3,2026.0,2026-05-08,明确虚拟电厂资源聚合、负荷预测和调度研发任务,U0246,虚拟电厂资源聚合、调度与市场履约,Codex辅助条款复核，非独立专家
5114003,policy:6608c5ae9666daf35054ce66,PG5893eb51fbe74f74,2026-07-09,福建省发展和改革委员会关于印发《福建省推进“人工智能+”能源创新发展行动方案(2026—2030年)》的通知,福建省发展和改革委员会,https://fgw.fujian.gov.cn/zwgk/fgzd/sfgwgfxwj/202607/t20260709_7175990.htm,,,,,"鼓励虚拟电厂建设运营,实现分布式光伏、储能等柔性资源聚合调控与智慧交易。",C0246,,,,,,采用,2,2026.0,2026-07-07,明确虚拟电厂柔性资源聚合与交易部署,U0246,虚拟电厂资源聚合、调度与市场履约,Codex辅助条款复核，非独立专家
5114003,policy:6608c5ae9666daf35054ce66,PG5893eb51fbe74f74,2026-07-09,福建省发展和改革委员会关于印发《福建省推进“人工智能+”能源创新发展行动方案(2026—2030年)》的通知,福建省发展和改革委员会,https://fgw.fujian.gov.cn/zwgk/fgzd/sfgwgfxwj/202607/t20260709_7175990.htm,C0353,政策或规则文本,886.0,927.0,"构建新能源智能运营决策系统,集成电价预测、储能调度、交易优化功能,提升市场化收益。",C0356,电力知识处理与智能决策系统,0.1970716971,e9a43f1eb5bcf6e2,既有已读条款，需按当前类别重核,未复核，不能计为支持,不采用,0,2026.0,2026-07-07,旧条款只写智能运营决策，未明确知识图谱或大模型；改用另行实际阅读的任务条款,U0356_KG,电力知识图谱与知识问答,
5114003,policy:6608c5ae9666daf35054ce66,PG5893eb51fbe74f74,2026-07-09,福建省发展和改革委员会关于印发《福建省推进“人工智能+”能源创新发展行动方案(2026—2030年)》的通知,福建省发展和改革委员会,https://fgw.fujian.gov.cn/zwgk/fgzd/sfgwgfxwj/202607/t20260709_7175990.htm,C0353,政策或规则文本,886.0,927.0,"构建新能源智能运营决策系统,集成电价预测、储能调度、交易优化功能,提升市场化收益。",C0356,电力知识处理与智能决策系统,0.1970716971,e9a43f1eb5bcf6e2,既有已读条款，需按当前类别重核,未复核，不能计为支持,不采用,0,2026.0,2026-07-07,旧条款只写智能运营决策，未明确知识图谱或大模型；改用另行实际阅读的任务条款,U0356_LLM,电力大模型辅助决策与运维,
5117664,policy:29a1acc2f0ec560708d48f08,PG6bb4e08df0d3898c,2026-03-20,《 节能装备高质量发展实施方案(2026—2028年)》,工业和信息化部 国家发展改革委 国务院国资委 国家能源局,https://www.gov.cn/zhengce/zhengceku/202603/content_7063339.htm,,,,,"备实时运行参数。结合网络拓扑技术,打通设备、网络、 能耗、负载、工艺参数等数据壁垒,推动建设多模态、高精度的 高质量数据集。基于数据集特点进行模型基础架构选择与模型训 练调优,测试模型能力后进行生产环境部署与持续更新迭代,构 建具备节能装备多模态数据提取分析、节能策略智能问答、节能 装备知识持续学习、人机交互便捷等能力的大模型。 (十二)创新发展高效节能智能设备。加快应用仿真模拟软 件、虚拟现实、数字孪生等先进技术,提升节能装备设计制造智 11 能化水平。推广智能电机、智能变压器、智能天线、智慧电源柜 等智能化设备,通过配置智能传感器、智能控制器、智能算法等, 实现装备运行数据的实时采集与处理。推动边缘计算能力与",C0356,,,,,,不采用,0,2026.0,2026-02-13,泛节能装备问答，不能直接证明电力技术运行任务支持,U0356_KG,电力知识图谱与知识问答,
5117664,policy:29a1acc2f0ec560708d48f08,PG6bb4e08df0d3898c,2026-03-20,《 节能装备高质量发展实施方案(2026—2028年)》,工业和信息化部 国家发展改革委 国务院国资委 国家能源局,https://www.gov.cn/zhengce/zhengceku/202603/content_7063339.htm,,,,,"备实时运行参数。结合网络拓扑技术,打通设备、网络、 能耗、负载、工艺参数等数据壁垒,推动建设多模态、高精度的 高质量数据集。基于数据集特点进行模型基础架构选择与模型训 练调优,测试模型能力后进行生产环境部署与持续更新迭代,构 建具备节能装备多模态数据提取分析、节能策略智能问答、节能 装备知识持续学习、人机交互便捷等能力的大模型。 (十二)创新发展高效节能智能设备。加快应用仿真模拟软 件、虚拟现实、数字孪生等先进技术,提升节能装备设计制造智 11 能化水平。推广智能电机、智能变压器、智能天线、智慧电源柜 等智能化设备,通过配置智能传感器、智能控制器、智能算法等, 实现装备运行数据的实时采集与处理。推动边缘计算能力与",C0356,,,,,,不采用,0,2026.0,2026-02-13,泛节能装备问答，不能直接证明电力技术运行任务支持,U0356_LLM,电力大模型辅助决策与运维,
